,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59521.28287040023,1767282874915015006,2,1767282874915,20.301,1,1767,6.01,20.377,19.7944,0.285955,0.2518,46.0228547,15.3886523,0.418571,t17_f5_c3,19.5428,0.2598,False,False,False,correction_1.0.6,0.0,1.767283810715015e+18,,,,,
1,ztf,59521.283819399774,1767283810715015030,2,1767283810715,20.747986,1,1767,5.2729278,20.475271,20.3087,0.18135461,0.3145,46.0229062,15.3887472,0.55714285,t17_f5_c3,20.1708,0.3633,True,False,False,correction_1.0.6,0.0,,0.9999726,556120207.0,,,
2,ztf,59521.30381939979,1767303814915015008,1,1767303814915,20.8107,1,1767,0.623522,20.4222,19.6603,0.225837,0.1451,46.0229483,15.3886617,0.14,t17_f5_c3,19.3789,0.145,False,True,False,correction_1.0.6,0.0,1.767304760715015e+18,,,20.130957,0.16616814,0.17270233
3,ztf,59521.30476849992,1767304760715015028,1,1767304760715,20.809494,1,1767,1.5009153,20.390818,20.5029,0.17396125,0.2977,46.0228745,15.3887089,0.80142856,t17_f5_c3,20.9336,0.5723,True,False,True,correction_1.0.6,0.0,,0.9993519,556120107.0,,,
4,ztf,59523.2678704001,1769267870715015020,2,1769267870715,20.525038,1,1769,5.2144637,19.81107,19.5665,0.116563216,0.1755,46.0229112,15.3887227,0.7614286,t17_f5_c3,19.5619,0.2276,True,False,False,correction_1.0.6,0.0,,0.9997894,556120207.0,,,
5,ztf,59523.27460649982,1769274604915015000,2,1769274604915,20.3556,1,1769,6.41118,20.0036,19.7328,0.225021,0.2356,46.0229497,15.3887209,0.721429,t17_f5_c3,19.7202,0.3029,False,False,False,correction_1.0.6,0.0,1.769318114915015e+18,,,,,
6,ztf,59523.318113400135,1769318114915015004,1,1769318114915,20.77222,1,1769,0.83428144,20.195566,19.8411,0.20252024,0.1818,46.0230091,15.3886707,0.45714286,t17_f5_c3,19.9028,0.2487,True,True,False,correction_1.0.6,0.0,,0.99204147,505120149.0,19.953548,0.15704992,0.16205448
7,ztf,59523.37521990016,1769375210715015031,1,1769375210715,20.755999,1,1769,1.6079926,19.922237,19.9049,0.14541546,0.1808,46.0229039,15.3887016,0.7657143,t17_f5_c3,20.2114,0.309,True,False,True,correction_1.0.6,0.0,,0.99998605,556120107.0,,,
8,ztf,59525.275231500156,1771275230715015022,2,1771275230715,20.5083,1,1771,5.21579,19.406,19.4111,0.104491,0.1605,46.0228942,15.3887323,0.908571,t17_f5_c3,19.3975,0.206,False,False,False,correction_1.0.6,0.0,1.771296724915015e+18,,,,,
9,ztf,59525.296724500135,1771296724915015004,2,1771296724915,20.526497,1,1771,6.3374104,19.532024,19.3599,0.13909882,0.1563,46.0229064,15.3887317,0.77428573,t17_f5_c3,19.1546,0.1686,True,False,False,correction_1.0.6,0.0,,0.9999776,505120249.0,,,
