,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59409.32725689979,1655327256315015006,1,1655327256315,20.4028,1,1655,0.453167,20.215,18.62694,20.2962,0.277442,0.05092976,0.064261116,0.3633,263.4140709,78.8908805,0.788571,t17_f5_c3,20.3934,0.5048,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59411.321678199805,1657321676315015001,1,1657321676315,20.151173,1,1657,0.19392802,20.052666,18.587124,19.7797,0.21624064,0.041432448,0.056068674,0.2808,263.4137918,78.8909289,0.9,t17_f5_c3,19.4683,0.2685,True,True,False,correction_0.0.1,0.0,0.99932283,865120163.0,
2,ztf,59412.32728009997,1658327285015015006,1,1658327285015,20.2918,1,1658,0.638347,19.9144,18.512814,20.0797,0.291756,0.06963018,0.08023894,0.3456,263.4142119,78.8908769,0.804286,t17_f5_c3,20.2933,0.5352,False,True,False,correction_1.0.6,0.0,,,1.674203255015015e+18
3,ztf,59414.303159699775,1660303156315015004,2,1660303156315,20.139244,1,1660,0.30209327,19.732002,17.625576,19.7795,0.15667005,100.0,0.02251209,0.2964,263.4141937,78.8909519,0.95285714,t17_f5_c3,19.9746,0.4476,True,True,False,correction_0.0.1,0.0,0.9982489,865120263.0,
4,ztf,59415.20377309993,1661203775015065007,2,1661203775015,19.8693,1,1661,0.452484,19.7255,17.560156,19.5946,0.240077,100.0,0.032674823,0.3105,263.4142735,78.8909426,0.91,t17_f5_c3,19.4405,0.3427,False,True,False,correction_1.0.6,0.0,,,1.674203255015015e+18
5,ztf,59415.20377309993,1661203775015075007,2,1661203775015,19.8693,1,1661,0.452484,19.7255,17.560156,19.5946,0.240077,100.0,0.032674823,0.3105,263.4142735,78.8909426,0.91,t17_f5_c3,19.4405,0.3427,False,True,False,correction_1.0.6,0.0,,,1.676281305015015e+18
6,ztf,59424.22365739988,1670223656315015012,2,1670223656315,20.46854,1,1670,0.29374596,19.83883,17.640295,19.7803,0.11753685,100.0,0.015515288,0.2316,263.4137132,78.8909048,0.95714283,t17_f5_c3,19.6986,0.2682,True,True,False,correction_1.0.6,0.0,0.999926,865120263.0,
7,ztf,59424.262002300005,1670262006315015009,1,1670262006315,20.415117,1,1670,0.021540703,19.704939,18.485735,19.7692,0.13234776,0.025882332,0.04305615,0.2176,263.4135732,78.8909723,0.94285715,t17_f5_c3,19.5309,0.222,True,True,False,correction_1.0.6,0.0,0.9999837,865120163.0,
8,ztf,59425.36747690011,1671367475015015004,1,1671367475015,19.9515,1,1671,0.576618,19.738,18.461374,19.645,0.224997,0.058085024,0.069426656,0.3108,263.4137302,78.8908457,0.887143,t17_f5_c3,19.7997,0.4579,False,True,False,correction_1.0.6,0.0,,,1.674203255015015e+18
9,ztf,59426.34021990001,1672340216315015007,1,1672340216315,20.350042,1,1672,0.19352362,19.734161,18.495155,19.9939,0.18359318,0.04727521,0.058648165,0.3026,263.413777,78.8909279,0.95428574,t17_f5_c3,19.7031,0.295,True,True,False,correction_1.0.6,0.0,0.99995005,865120163.0,
10,ztf,59428.203252300154,1674203255015015009,2,1674203255015,20.211351,1,1674,0.45350692,19.66789,17.552134,19.7186,0.195223,100.0,0.027811753,0.2562,263.4142124,78.8909257,0.93714285,t17_f5_c3,19.5408,0.2743,True,True,False,correction_1.0.6,0.0,0.9999528,864120250.0,
11,ztf,59428.24309029989,1674243095015015008,1,1674243095015,20.504585,1,1674,0.7403166,19.763983,18.469326,19.7396,0.16850227,0.03387562,0.051137906,0.2026,263.414531,78.8909106,0.9257143,t17_f5_c3,19.6929,0.2461,True,True,False,correction_1.0.6,0.0,0.9999957,864120150.0,
12,ztf,59428.34673610004,1674346736315015007,2,1674346736315,20.2876,1,1674,0.692697,19.9117,17.64964,20.8653,0.213576,100.0,0.026590606,0.6925,263.4144903,78.8908449,0.767143,t17_f5_c3,20.8073,0.8253,False,True,False,correction_1.0.6,0.0,,,1.676239606315015e+18
13,ztf,59430.23960650014,1676239606315015016,2,1676239606315,20.470442,1,1676,0.37809673,19.767906,17.630663,19.8021,0.10823324,100.0,0.015116928,0.2308,263.4142707,78.8909304,0.9628571,t17_f5_c3,19.6128,0.2421,True,True,False,correction_1.0.6,0.0,0.99998826,865120263.0,
14,ztf,59430.28130789986,1676281305015015003,1,1676281305015,20.519152,1,1676,0.51289874,19.85347,18.495712,19.6762,0.20248978,0.042677864,0.057982944,0.1932,263.4141747,78.8909215,0.9057143,t17_f5_c3,19.6388,0.2367,True,True,False,correction_1.0.6,0.0,0.999985,864120150.0,
15,ztf,59430.28524310002,1676285246315015007,1,1676285246315,20.689276,1,1676,0.2768437,20.077124,18.593412,20.0509,0.21431711,0.039277207,0.05464774,0.236,263.4138539,78.8909099,0.9,t17_f5_c3,20.0711,0.3037,True,True,False,correction_1.0.6,0.0,0.9999402,865120163.0,
16,ztf,59435.197534699924,1681197536315015005,1,1681197536315,20.4767,1,1681,0.38388,20.3031,18.646719,20.3272,0.232543,0.031070448,0.050576728,0.331,263.414145,78.8909976,0.722857,t17_f5_c3,20.4337,0.463,False,True,False,correction_1.0.6,0.0,,,1.681247436315015e+18
