,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59517.46550930012,1763465503615015015,1,1763465503615,20.6535,1,1763,1.69058,20.7774,21.4681,0.322967,0.8805,111.8577185,34.6250837,0.465714,t17_f5_c3,21.1619,0.8492,False,False,False,correction_1.0.6,0.0,1.767345933615015e+18,,,,,
1,ztf,59521.34593749978,1767345933615015031,1,1767345933615,20.666157,1,1767,1.8243278,19.959854,19.9238,0.15366012,0.2035,111.8576446,34.6251357,0.8442857,t17_f5_c3,19.7484,0.2206,True,False,False,correction_1.0.6,0.0,,0.99991477,662120136.0,,,
2,ztf,59521.452442099806,1767452443615015013,2,1767452443615,20.52757,1,1767,1.0584749,19.750916,19.7877,0.13091967,0.1922,111.8576087,34.6251145,0.8,t17_f5_c3,19.75,0.2353,True,True,False,correction_1.0.6,0.0,,0.999997,662120236.0,19.189404,0.063903175,0.07805489
3,ztf,59523.45039349981,1769450393615015044,1,1769450393615,20.905457,1,1769,1.9934384,19.801497,19.8569,0.12172424,0.1614,111.8575921,34.6251149,0.83428574,t17_f5_c3,19.8806,0.2092,True,False,False,correction_1.0.6,0.0,,0.9999331,662120136.0,,,
4,ztf,59523.484259299934,1769484253615015015,2,1769484253615,20.618929,1,1769,0.96353006,19.668877,19.5144,0.13225539,0.1459,111.8576448,34.6251194,0.55714285,t17_f5_c3,19.5077,0.1832,True,True,False,correction_1.0.6,0.0,,0.99904734,662120236.0,19.13975,0.06903882,0.0812386
5,ztf,59525.468009300064,1771468003615015045,1,1771468003615,20.890175,1,1771,1.8667742,19.655262,19.9047,0.14701216,0.1623,111.8576388,34.6251118,0.7385714,t17_f5_c3,19.9941,0.2232,True,False,False,correction_1.0.6,0.0,,0.99992526,662120136.0,,,
6,ztf,59529.38336810004,1775383363615015015,1,1775383363615,20.460508,1,1775,2.0070274,19.684038,19.6185,0.14469288,0.1547,111.8575921,34.6251074,0.79571426,t17_f5_c3,19.5655,0.1875,True,False,False,correction_1.0.6,0.0,,0.99999124,662120136.0,,,
7,ztf,59529.40773149999,1775407733615015014,2,1775407733615,20.276747,1,1775,0.9528756,19.301126,19.4834,0.12509733,0.1637,111.8576487,34.6251084,0.7171429,t17_f5_c3,19.4937,0.2099,True,True,False,correction_1.0.6,0.0,,0.9998901,662120236.0,18.899536,0.079312794,0.086419486
8,ztf,59531.3688194002,1777368813615015020,1,1777368813615,20.594223,1,1777,1.8110383,19.619337,19.9069,0.13235219,0.2201,111.8576679,34.625095,0.82285714,t17_f5_c3,19.8761,0.2729,True,False,False,correction_1.0.6,0.0,,0.99995804,662120136.0,,,
9,ztf,59531.40153940022,1777401533615015040,2,1777401533615,20.477827,1,1777,1.0198249,19.264055,19.1009,0.08913562,0.116,111.8576279,34.625102,0.81857145,t17_f5_c3,19.0653,0.1419,True,True,False,correction_1.0.6,0.0,,0.9999752,662120236.0,18.87379,0.052424725,0.062222257
10,ztf,59536.39128470002,1782391283615015022,2,1782391283615,19.236174,1,1782,0.92220354,19.13711,18.7995,0.20301957,0.2675,111.8576709,34.6250672,0.51428574,t17_f5_c3,18.963,0.3986,True,True,False,correction_1.0.6,0.0,,0.99979264,662120236.0,18.783636,0.14332342,0.14660487
11,ztf,59536.407199100126,1782407193615015011,1,1782407193615,19.6464,1,1782,1.8704971,19.39227,19.0167,0.182907,0.218,111.8576445,34.6250973,0.45714286,t17_f5_c3,18.7061,0.2104,True,False,False,correction_1.0.6,0.0,,0.9917985,662120136.0,,,
12,ztf,59538.305370400194,1784305373615015010,2,1784305373615,19.4743,1,1784,0.957853,19.3103,18.8631,0.185558,0.2255,111.857643,34.625156,0.398571,t17_f5_c3,18.9804,0.3219,False,True,False,correction_1.0.6,0.0,1.796361033615015e+18,,,18.905865,0.12310301,0.12785137
13,ztf,59538.39343750011,1784393433615015011,1,1784393433615,19.5732,1,1784,1.89651,20.0166,20.0435,0.331393,0.6398,111.8576535,34.6250604,0.361429,t17_f5_c3,20.3849,1.1251,False,False,False,correction_1.0.6,0.0,1.796361033615015e+18,,,,,
14,ztf,59550.36103009991,1796361033615015018,2,1796361033615,20.555254,1,1796,0.9899958,19.623716,19.7428,0.11724886,0.1873,111.8576311,34.6251639,0.79571426,t17_f5_c3,19.6307,0.2141,True,True,False,correction_1.0.6,0.0,,0.999995,662120236.0,19.111788,0.060105223,0.07317068
