,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion
10,ztf,58276.244664399885,522244663315010001,1,522244663315,20.917118,-1,522,0.06436131,19.536247,18.165525,19.6074,0.08108301,100.0,0.022942526,0.1292,203.5722026,41.9259658,0.87,19.8127,0.1935,False,True,False,bulk_1.0.0,0.0,5.2524311331501e+17,0.0,717120133.0,
11,ztf,58279.22136570001,525221363315010002,1,525221363315,20.753363,-1,525,0.22077212,19.618692,18.143291,19.5497,0.09252524,100.0,0.02377385,0.1307,203.5722781,41.9259726,0.87,19.6832,0.1842,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120133.0,
12,ztf,58279.24311339995,525243113315010002,2,525243113315,20.543364,-1,525,0.2192009,18.890165,17.597147,19.0087,0.05988544,100.0,0.018201778,0.1013,203.5721914,41.9258917,0.87,18.9641,0.1207,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120233.0,
13,ztf,58282.220544000156,528220543315010003,2,528220543315,20.668169,-1,528,0.22997232,19.059538,17.550499,19.197,0.06832824,100.0,0.017020972,0.1156,203.5721597,41.925897,0.9,19.0415,0.1239,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120233.0,
14,ztf,58288.22230320005,534222303315010002,1,534222303315,20.596498,-1,534,0.17423217,19.530724,18.167093,19.4467,0.17723107,0.037841406,0.05047635,0.1425,203.5722539,41.9259179,0.74666667,19.2845,0.1547,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120133.0,
15,ztf,58288.25964119984,534259643315010001,2,534259643315,20.434727,-1,534,0.1337559,19.005486,17.564392,18.9638,0.08847944,100.0,0.023464162,0.1119,203.5721829,41.9259186,0.83666664,18.9189,0.1343,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120233.0,
16,ztf,58291.240034699906,537240033315010003,2,537240033315,20.093824,-1,537,0.4237551,19.009201,17.56341,18.8585,0.10240071,100.0,0.027038725,0.1335,203.5722864,41.9258517,0.87,18.9947,0.1914,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120233.0,
17,ztf,58294.17824070016,540178243315010001,1,540178243315,19.8871,-1,540,0.332888,19.9722,18.068407,20.0244,0.278303,0.03731402,0.048194814,0.456,203.5720807,41.9259745,0.63,20.098,0.6246,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,,,
18,ztf,58294.24710649997,540247103315010002,2,540247103315,20.100893,-1,540,0.0903866,18.990189,17.568485,19.0742,0.10490973,100.0,0.02832269,0.172,203.572228,41.9259362,0.87666667,19.0069,0.2049,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120233.0,
19,ztf,58297.266342599876,543266343315010002,2,543266343315,19.708923,-1,543,0.036441326,19.032774,17.55727,19.3283,0.15244202,100.0,0.039165422,0.2963,203.5721925,41.9259435,0.76666665,19.2079,0.3386,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120233.0,
20,ztf,58300.18089119997,546180893315010007,2,546180893315,20.320198,-1,546,0.17474124,19.031376,17.557629,19.0087,0.12147237,100.0,0.031259257,0.1151,203.5721607,41.9259153,0.86333334,19.1078,0.1575,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120233.0,
21,ztf,58300.19584489986,546195843315010004,1,546195843315,20.540232,-1,546,0.07446842,19.66819,18.130928,19.6469,0.17833894,0.02880373,0.043285426,0.1505,203.5721908,41.9259284,0.6933333,19.6089,0.1816,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120133.0,
22,ztf,58303.20484950021,549204843315010006,1,549204843315,20.832651,-1,549,0.13215926,19.469103,18.185303,19.4025,0.12682849,0.018907547,0.038877375,0.1162,203.572163,41.9259242,0.7866667,19.3406,0.1366,False,True,False,bulk_1.0.0,0.0,5.5317665331501e+17,0.0,717120133.0,
23,ztf,58307.17665510019,553176653315010003,2,553176653315,20.342358,-1,553,0.11792291,18.935648,17.583693,18.9816,0.10523777,100.0,0.030296274,0.1281,203.5721711,41.9259298,0.7733333,18.7577,0.1309,False,True,False,bulk_1.0.0,0.0,5.7817709331501e+17,0.0,717120233.0,
24,ztf,58307.22562499996,553225623315010003,1,553225623315,20.635242,-1,553,0.11403011,19.599058,18.148394,19.5841,0.16413409,0.027989404,0.043145243,0.1633,203.5721677,41.9259281,0.75666666,19.6035,0.2082,False,True,False,bulk_1.0.0,0.0,5.7817709331501e+17,0.0,717120133.0,
25,ztf,58311.17730320012,557177303315010005,2,557177303315,20.3215,-1,557,0.246873,18.8853,17.59863,19.0424,0.096061,100.0,0.029368328,0.1346,203.5722787,41.925913,0.836667,19.1506,0.1864,False,True,False,bulk_1.0.0,0.0,5.7817709331501e+17,,,t8_f5_c3
26,ztf,58332.17709490005,578177093315010002,1,578177093315,20.477842,-1,578,0.33945236,19.648994,18.13564,19.7239,0.14553584,0.015838666,0.03611004,0.2006,203.5721924,41.9258525,0.82666665,20.1766,0.3831,False,True,False,bulk_1.0.0,0.0,5.8220009331501e+17,0.0,717120133.0,t8_f5_c3
27,ztf,58336.20009260019,582200093315010006,2,582200093315,20.275122,-1,582,0.07712235,19.007305,17.56391,18.7408,0.09340496,100.0,0.024717925,0.1003,203.572212,41.9259326,0.86,18.6692,0.118,False,True,False,bulk_1.0.0,0.0,5.9217348331501e+17,0.0,717120233.0,t8_f5_c3
28,ztf,58346.17348380014,592173483315010004,2,592173483315,19.739109,-1,592,0.32450804,19.378859,17.483683,19.3415,0.1382247,100.0,0.02412766,0.234,203.5723203,41.9259271,0.83,19.644,0.392,True,True,False,bulk_1.0.0,0.0,0.0,0.0,717120233.0,t8_f5_c3
29,ztf,58437.5176736,683517673315010000,1,683517673315,19.9126,-1,683,0.331282,19.2371,18.267633,19.1578,0.176514,0.062296454,0.072275706,0.1281,203.572291,41.9258824,0.623333,19.1772,0.1648,False,True,False,bulk_1.0.0,0.0,6.8748862331501e+17,,,t12_f5_c3
30,ztf,58441.488622699864,687488623315010002,1,687488623315,19.902771,-1,687,0.17054754,19.260532,18.258183,19.4132,0.17749888,0.060431994,0.07051085,0.1918,203.5721843,41.9259939,0.7633333,19.3584,0.231,False,True,False,bulk_1.0.0,0.0,7.1455054331501e+17,0.0,717120133.0,t8_f5_c3
31,ztf,58447.49421299994,693494213315010002,2,693494213315,19.169228,-1,693,0.44834623,19.036205,17.556389,18.9484,0.20639975,0.011761286,0.052818105,0.2245,203.5721614,41.9258308,0.6666667,18.8298,0.2571,False,True,False,bulk_1.0.0,0.0,7.1455054331501e+17,0.0,717120233.0,t8_f5_c3
32,ztf,58450.50789349992,696507893315010003,1,696507893315,19.778418,-1,696,0.38671306,18.996056,18.384184,19.0813,0.13513589,0.0652049,0.07691694,0.1891,203.5721129,41.9258613,0.81333333,19.1211,0.2507,False,True,False,bulk_1.0.0,0.0,7.1455054331501e+17,0.0,717120133.0,t8_f5_c3
33,ztf,58465.51449069986,711514493315010005,2,711514493315,20.483429,-1,711,0.2245539,18.835766,17.614237,18.9914,0.081506185,100.0,0.026459321,0.1076,203.5721896,41.9258908,0.85,19.1422,0.1537,False,True,False,bulk_1.0.0,0.0,7.1455054331501e+17,0.0,717120233.0,t8_f5_c3
34,ztf,58468.533703700174,714533703315010004,2,714533703315,20.684677,-1,714,0.056062322,18.703218,17.660994,18.7341,0.07989173,100.0,0.030592298,0.0792,203.572193,41.9259392,0.8433333,18.6562,0.0913,False,True,False,bulk_1.0.0,0.0,7.1455054331501e+17,0.0,717120233.0,t8_f5_c3
35,ztf,58468.55054400023,714550543315010008,1,714550543315,20.784424,-1,714,0.21252203,19.232721,18.269432,19.1314,0.112441,0.028223755,0.046302978,0.0879,203.5722184,41.9258893,0.8066667,19.1174,0.1079,False,True,False,bulk_1.0.0,0.0,7.3250980331501e+17,0.0,717120133.0,t8_f5_c3
36,ztf,58471.51384259993,717513843315010004,1,717513843315,20.613653,-1,717,0.1430157,19.160553,18.300604,19.2747,0.118050985,0.03783856,0.05346751,0.1126,203.5721575,41.9259205,0.76666665,19.3801,0.1555,False,True,False,bulk_1.0.0,0.0,7.3250980331501e+17,0.0,717120133.0,t8_f5_c3
37,ztf,58471.55002309987,717550023315010008,2,717550023315,20.560976,-1,717,0.08243563,18.838758,17.613266,18.9217,0.09641382,100.0,0.031184765,0.0959,203.5721913,41.9259316,0.7733333,18.9041,0.1174,False,True,False,bulk_1.0.0,0.0,7.3250980331501e+17,0.0,717120233.0,t8_f5_c3
38,ztf,58474.48811340006,720488113315010003,2,720488113315,19.584612,-1,720,0.07295463,18.89688,17.595114,18.8565,0.13801192,100.0,0.04161124,0.1967,203.572174,41.9259546,0.78333336,18.8422,0.248,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120233.0,t8_f5_c3
39,ztf,58480.53818289982,726538183315010002,1,726538183315,19.687319,-1,726,0.42723238,19.275728,18.252205,19.2267,0.17861435,0.059469175,0.06958364,0.1615,203.5723203,41.9258662,0.59,19.2138,0.2032,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120133.0,t8_f5_c3
40,ztf,58480.54868059978,726548683315010005,2,726548683315,19.734371,-1,726,0.6650976,18.886545,17.59825,18.8133,0.122754246,100.0,0.037472982,0.1155,203.5722992,41.9257806,0.72,18.7006,0.1315,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120233.0,t8_f5_c3
41,ztf,58486.50980320014,732509803315010007,2,732509803315,20.662748,-1,732,0.2762322,18.828955,17.616457,18.8464,0.06437816,100.0,0.021073624,0.0838,203.5722805,41.9259085,0.85,18.8934,0.1081,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120233.0,t8_f5_c3
42,ztf,58486.5521644,732552163315010004,1,732552163315,20.6523,-1,732,0.24541397,19.178467,18.292587,19.2044,0.112872355,0.03294632,0.049915507,0.0932,203.5722945,41.9259483,0.76666665,19.2126,0.117,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120133.0,t8_f5_c3
43,ztf,58491.5068518999,737506853315010005,1,737506853315,20.73095,-1,737,0.16585122,19.11996,18.3195,19.0079,0.11756878,0.041064378,0.056248095,0.0784,203.5722251,41.9259044,0.73,18.9425,0.0919,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120133.0,t8_f5_c3
44,ztf,58494.51159719983,740511593315010008,1,740511593315,21.00088,-1,740,0.05200141,19.153069,18.30401,19.1963,0.09372116,0.020058712,0.042876024,0.0818,203.5722183,41.9259413,0.67285717,19.1455,0.0961,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120133.0,t15_f5_c3
45,ztf,58494.556909699924,740556903315010009,2,740556903315,20.857756,-1,740,0.12535723,18.776388,17.634232,18.8747,0.08368306,100.0,0.029226376,0.0761,203.5721754,41.9259244,0.7885714,18.8583,0.0916,False,True,False,bulk_1.0.0,0.0,7.4846973331501e+17,0.0,717120233.0,t15_f5_c3
46,ztf,58502.46973379981,748469733315010001,1,748469733315,19.300823,-1,748,0.50150424,19.075882,18.341238,18.8982,0.17170441,0.07797562,0.087281905,0.2064,203.5721934,41.9258068,0.6357143,18.9753,0.2837,False,True,False,bulk_1.0.0,0.0,7.5748500331501e+17,0.0,717120133.0,t15_f5_c3
47,ztf,58502.555914400145,748555913315010004,2,748555913315,20.511614,-1,748,0.16638047,18.777332,17.633902,18.8737,0.07588547,100.0,0.02647199,0.0974,203.572164,41.9259163,0.77,18.7813,0.1115,False,True,False,bulk_1.0.0,0.0,7.5748500331501e+17,0.0,717120233.0,t15_f5_c3
48,ztf,58505.47364579979,751473643315010001,1,751473643315,19.0954,-1,751,0.082915,19.1283,18.315533,19.2297,0.254568,0.11416688,0.120419614,0.2935,203.5722037,41.9259244,0.445714,19.1861,0.3613,False,True,False,bulk_1.0.0,0.0,7.5748500331501e+17,,,t15_f5_c3
49,ztf,58505.538541700225,751538543315010000,2,751538543315,19.424364,-1,751,0.13429159,18.870897,17.603071,18.6627,0.13498774,100.0,0.04199176,0.1379,203.5722483,41.9259393,0.6628571,18.7105,0.1835,False,True,False,bulk_1.0.0,0.0,7.5748500331501e+17,0.0,717120233.0,t15_f5_c3
50,ztf,58508.48872689996,754488723315010002,2,754488723315,19.886894,-1,754,0.18351558,18.70011,17.662188,18.7784,0.0958865,100.0,0.036862817,0.1257,203.5722048,41.9259017,0.82285714,18.7676,0.1577,False,True,False,bulk_1.0.0,0.0,7.5748500331501e+17,0.0,717120233.0,t15_f5_c3
51,ztf,58508.55229170015,754552293315010002,1,754552293315,19.672676,-1,754,0.4851778,18.998674,18.382696,18.8428,0.13846867,0.06711809,0.07851637,0.14,203.5722887,41.9258276,0.6242857,18.87,0.1832,False,True,False,bulk_1.0.0,0.0,7.5748500331501e+17,0.0,717120133.0,t15_f5_c3
52,ztf,58511.48499999987,757485003315010003,1,757485003315,20.588737,-1,757,0.035573322,19.160358,18.300692,19.1297,0.13011865,0.04525129,0.058948528,0.1105,203.5722143,41.9259443,0.7828571,19.0144,0.1251,False,True,False,bulk_1.0.0,0.0,7.6853819331501e+17,0.0,717120133.0,t15_f5_c3
53,ztf,58511.530856499914,757530853315010002,2,757530853315,19.826729,-1,757,0.17891769,18.840729,17.61263,18.905,0.124472626,100.0,0.040163755,0.1859,203.5721649,41.9259115,0.7171429,18.7621,0.2072,False,True,False,bulk_1.0.0,0.0,7.6853819331501e+17,0.0,717120233.0,t15_f5_c3
54,ztf,58522.50167819997,768501673315010003,1,768501673315,20.61546,-1,768,0.49260435,19.010313,18.376152,18.9903,0.14232674,0.068253264,0.07936371,0.0776,203.5722617,41.9258166,0.6942857,18.9312,0.0917,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,0.0,717120133.0,t15_f5_c3
55,ztf,58522.53819439979,768538193315010007,2,768538193315,20.620092,-1,768,0.20725168,18.713215,17.65719,18.7734,0.09269833,100.0,0.035047915,0.0812,203.5721954,41.925895,0.76714283,18.7943,0.1025,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,0.0,717120233.0,t15_f5_c3
56,ztf,58526.45247690007,772452473315010001,1,772452473315,20.265747,-1,772,0.34679076,19.09573,18.331287,19.3268,0.14034055,0.057509974,0.06940745,0.1424,203.5721729,41.9258526,0.67,19.6175,0.234,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,0.0,717120133.0,t15_f5_c3
57,ztf,58526.52125000022,772521243315010006,2,772521243315,20.183382,-1,772,0.27076462,18.765104,17.6382,18.7882,0.08510739,100.0,0.030144338,0.0986,203.5721781,41.9258793,0.8242857,18.7951,0.1242,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,0.0,717120233.0,t15_f5_c3
58,ztf,58534.391076399945,780391070415010000,2,780391070415,19.157974,-1,780,0.1306674,18.85383,17.63619,19.0195,0.18780583,0.04277355,0.061186165,0.3062,203.5721911,41.9259119,0.6542857,19.0892,0.4181,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,0.0,1756120204.0,t15_f5_c3
59,ztf,58538.37231480004,784372313315010001,2,784372313315,18.542967,-1,784,0.3612357,18.504147,17.748058,18.4593,0.21236235,0.086183555,0.10583815,0.4107,203.5722431,41.9258562,0.51428574,18.4156,0.5067,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,0.0,717120233.0,t15_f5_c3
60,ztf,58538.45487269992,784454873315010001,1,784454873315,18.9181,-1,784,0.185903,18.8833,18.45401,19.0248,0.316614,0.20872676,0.21321324,0.4151,203.5721772,41.9258987,0.571429,18.9802,0.5114,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,,,t15_f5_c3
61,ztf,58540.29142360017,786291420415010000,2,786291420415,19.434488,-1,786,0.3344593,18.817682,17.648232,18.825,0.14846513,0.024487764,0.050564356,0.2133,203.5721768,41.925855,0.74,18.8999,0.2907,False,True,False,bulk_1.0.0,0.0,7.8937173331501e+17,0.0,1756120204.0,t15_f5_c3
62,ztf,58543.37173609994,789371733315010005,2,789371733315,20.047253,-1,789,0.17104574,18.931597,17.584862,19.1494,0.11477806,100.0,0.033202026,0.1523,203.5721611,41.9259164,0.58285713,19.0963,0.1807,False,True,False,bulk_1.0.0,0.0,8.1832111331501e+17,0.0,717120233.0,t15_f5_c3
63,ztf,58547.33966440009,793339663315010009,1,793339663315,20.620829,-1,793,0.3302366,19.225494,18.272423,19.2581,0.13268974,0.041080117,0.05515798,0.1059,203.5722262,41.9258566,0.73714286,19.3195,0.14,False,True,False,bulk_1.0.0,0.0,8.1832111331501e+17,0.0,717120133.0,t15_f5_c3
64,ztf,58556.38331020018,802383313315020030,1,802383313315,20.274141,-1,802,0.53102636,19.260698,18.258118,19.4091,0.12635347,0.034622516,0.050182786,0.1163,203.5722436,41.9258017,0.5814286,19.4988,0.1575,False,True,False,bulk_1.0.0,0.0,8.2635217041501e+17,0.0,717120133.0,t15_f5_c3
65,ztf,58558.239120400045,804239120415010002,2,804239120415,19.41105,-1,804,0.67297345,18.938019,17.610115,19.0164,0.16185074,0.021094441,0.047637943,0.1636,203.5722127,41.9257561,0.5985714,18.9955,0.2036,False,True,False,bulk_1.0.0,0.0,8.2635217041501e+17,0.0,1756120204.0,t15_f5_c3
66,ztf,58559.28626159998,805286263315010006,2,805286263315,19.921295,-1,805,0.14867304,19.109081,17.5385,19.0428,0.11899125,100.0,0.028008042,0.1734,203.5722274,41.9259157,0.8642857,19.015,0.2144,False,True,False,bulk_1.0.0,0.0,8.2635217041501e+17,0.0,717120233.0,t15_f5_c3
67,ztf,58567.37269680016,813372693315010002,2,813372693315,20.121658,-1,813,0.08572923,19.104841,17.539501,19.2951,0.13742237,100.0,0.03250284,0.194,203.5721882,41.9259316,0.8214286,19.3579,0.2599,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,717120233.0,t15_f5_c3
68,ztf,58572.31077549979,818310773315010002,2,818310773315,20.133438,-1,818,0.0862337,18.920952,17.58796,19.3589,0.13591415,100.0,0.03981694,0.2243,203.5721707,41.9259577,0.42571428,19.1897,0.242,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,717120233.0,t15_f5_c3
69,ztf,58572.321111099795,818321113315010001,1,818321113315,20.338665,-1,818,0.027078789,19.493698,18.177874,19.2874,0.16629057,0.036210783,0.049492337,0.1644,203.5721916,41.9259469,0.6642857,19.3419,0.2183,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,717120133.0,t15_f5_c3
70,ztf,58575.33182869991,821331823315010007,1,821331823315,20.861652,-1,821,0.1356368,19.493906,18.177813,19.4734,0.14007555,0.024475662,0.041679718,0.1228,203.5721635,41.9259732,0.76285714,19.4249,0.146,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,717120133.0,t15_f5_c3
71,ztf,58580.305358800106,826305353315010006,1,826305353315,20.492992,-1,826,0.28115642,19.480656,18.181786,19.6287,0.14768423,0.029099774,0.04464639,0.155,203.5720975,41.9259292,0.7942857,19.7697,0.2212,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,717120133.0,t15_f5_c3
72,ztf,58580.32370370021,826323703315010005,2,826323703315,20.42546,-1,826,0.2791128,19.030884,17.557755,18.9968,0.07974313,100.0,0.020532504,0.1024,203.5721885,41.9258754,0.83285713,19.0313,0.1312,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,717120233.0,t15_f5_c3
73,ztf,58580.35217589978,826352170415010001,2,826352170415,20.68963,-1,826,0.05968711,19.040964,17.581585,19.1588,0.11271566,100.0,0.029392228,0.1123,203.5722327,41.9259509,0.78571427,19.2055,0.1446,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,1756120204.0,t15_f5_c3
74,ztf,58582.22943289997,828229430415010001,2,828229430415,20.568207,-1,828,0.105281144,19.117567,17.562468,19.1496,0.1005242,100.0,0.024001073,0.1268,203.5721753,41.925962,0.76428574,19.2774,0.1772,False,True,False,bulk_1.0.0,0.0,8.4022702331501e+17,0.0,1756120204.0,t15_f5_c3
75,ztf,58584.27851849981,830278513315010004,1,830278513315,20.328121,-1,830,0.25513238,19.64878,18.135693,19.5357,0.19031665,0.034318212,0.047232553,0.1654,203.5722655,41.9258939,0.7828571,19.4732,0.1968,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120133.0,t15_f5_c3
76,ztf,58584.327129600104,830327123315010011,2,830327123315,20.402178,-1,830,0.25019264,19.031227,17.557667,19.0576,0.09027813,100.0,0.023235846,0.1099,203.5721953,41.9258831,0.8428571,19.1238,0.1448,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120233.0,t15_f5_c3
77,ztf,58587.304837999865,833304833315010000,2,833304833315,20.010864,-1,833,0.020553408,19.073772,17.546982,19.508,0.14873098,100.0,0.03644894,0.2601,203.572196,41.925956,0.7828571,19.4821,0.3218,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120233.0,t15_f5_c3
78,ztf,58587.32187499991,833321873315010003,1,833321873315,20.150625,-1,833,0.15921058,19.67741,18.128702,19.6516,0.19881569,0.035217915,0.047749374,0.2549,203.5721895,41.9259915,0.85571426,19.6854,0.3346,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120133.0,t15_f5_c3
79,ztf,58591.21305559995,837213053315010003,1,837213053315,19.2038,-1,837,0.385738,19.5658,18.157309,19.0449,0.316541,0.07991798,0.0865034,0.3351,203.5720814,41.9258864,0.461429,18.7172,0.3182,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,,,t15_f5_c3
80,ztf,58593.28959489986,839289590415010000,2,839289590415,19.583393,-1,839,0.14794491,19.021395,17.586746,19.0135,0.15345754,100.0,0.04093821,0.2185,203.5722377,41.9259821,0.80285716,18.9229,0.2566,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,1756120204.0,t15_f5_c3
81,ztf,58594.22702550003,840227023315010003,1,840227023315,19.537659,-1,840,0.25683054,19.429258,18.197815,19.2173,0.2010607,0.054792855,0.06467703,0.2597,203.5721052,41.9259397,0.6514286,19.2286,0.336,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120133.0,t15_f5_c3
82,ztf,58594.341955999844,840341953315010001,2,840341953315,19.45977,-1,840,0.09551998,18.971523,17.57358,18.9979,0.13525763,100.0,0.03732368,0.2138,203.5722123,41.9259283,0.79,19.2179,0.3338,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120233.0,t15_f5_c3
83,ztf,58597.28365739994,843283653315010006,1,843283653315,20.699392,-1,843,0.12520213,19.358418,18.221622,19.3927,0.15103203,0.03970106,0.05300918,0.115,203.5722127,41.9259135,0.73,19.3843,0.142,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120133.0,t15_f5_c3
84,ztf,58597.36163190007,843361633315010001,2,843361633315,20.392899,-1,843,0.22782464,18.921967,17.587664,19.0315,0.095483676,100.0,0.02793879,0.1247,203.5721522,41.9258979,0.85142857,18.9565,0.1457,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120233.0,t15_f5_c3
85,ztf,58600.21865739999,846218653315010007,1,846218653315,20.265251,-1,846,0.18968756,19.314383,18.23751,19.3942,0.16476469,0.049639158,0.06111047,0.1249,203.5721815,41.9258965,0.7185714,19.359,0.1516,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120133.0,t15_f5_c3
86,ztf,58606.266423599795,852266420415010001,2,852266420415,20.689814,-1,852,0.027664106,18.98327,17.597147,18.9177,0.07890541,100.0,0.022011891,0.0918,203.5722097,41.9259377,0.7442857,18.8808,0.1096,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,1756120204.0,t15_f5_c3
87,ztf,58606.38305559987,852383053315010007,1,852383053315,20.645369,-1,852,0.18509208,19.267452,18.255447,19.2406,0.12473368,0.033148192,0.049111303,0.105,203.5722644,41.9259248,0.73714286,19.2712,0.1346,False,True,False,bulk_1.0.0,0.0,8.5823349331501e+17,0.0,717120133.0,t15_f5_c3
