iau_name,ztf_name,ra,dec,jd_discovery_date,jd_start,jd_end
2021aub,ZTF21aafkgvj,118.51660416666665,-6.321344444444444,2459230.777465301,2458980.777465,2459480.777465
2021bpo,ZTF21aagmzio,121.13489999999997,-9.619127777777779,2459248.8495139005,2458998.849514,2459498.849514
2021bzm,ZTF21aagofnn,116.39025,-3.5468416666666664,2459251.774444398,2459001.774444,2459501.774444
2018fzi,ZTF18abtkqkb,354.9469791666666,-23.920219444444445,2458368.8339930554,2458118.833993,2458618.833993
2018grv,ZTF18abwerpm,341.3827333333333,-16.118233333333333,2458376.7939930554,2458126.793993,2458626.793993
2018gku,ZTF18abwoxal,351.5313416666666,-16.908805555555553,2458365.855,2458115.855,2458615.855
2018jjs,ZTF18acrvakb,77.016025,-3.549347222222222,2458450.875335648,2458200.875336,2458700.875336
2018iyx,ZTF18acptgzz,68.38515416666665,-1.6475166666666667,2458441.855729167,2458191.855729,2458691.855729
2018lne,ZTF18abzboft,71.83640416666667,-5.1371777777777785,2458441.8759953706,2458191.875995,2458691.875995
2018jih,ZTF18acskpvl,69.23067083333332,4.692380555555556,2458450.9007060183,2458200.900706,2458700.900706
2018jkg,ZTF18acsjdxo,69.81958333333333,15.442583333333333,2458455.76,2458205.76,2458705.76
2018kbi,ZTF18achszwx,68.70720833333331,-14.218880555555556,2458456.75,2458206.75,2458706.75
2018jwd,ZTF18acghqem,63.830724999999994,-10.889819444444443,2458462.8374074074,2458212.837407,2458712.837407
2018jwj,ZTF18acwgdeh,83.21028749999998,-16.86913888888889,2458449.9109953702,2458199.910995,2458699.910995
2018jwh,ZTF18acuypmo,81.07392499999999,-13.309233333333333,2458462.8525810186,2458212.852581,2458712.852581
2018jju,ZTF18acpthfw,78.19782083333332,-12.062683333333334,2458441.8562152777,2458191.856215,2458691.856215
2018jpy,ZTF18acuauqm,78.3599125,-14.977036111111111,2458457.771099537,2458207.7711,2458707.7711
2018jwg,ZTF18acuykbr,74.632425,-13.286905555555556,2458462.8516782406,2458212.851678,2458712.851678
2018jnd,ZTF18actacux,72.35624166666665,-13.616624999999999,2458456.750335648,2458206.750336,2458706.750336
2018jeb,ZTF18acpuxuh,63.47926666666666,-6.276663888888889,2458441.9425231484,2458191.942523,2458691.942523
2018izg,ZTF18acrcshq,61.06633333333332,-4.297175,2458441.7691319445,2458191.769132,2458691.769132
2018itr,ZTF18acmyxfx,67.57850833333333,-5.703141666666667,2458437.8508796296,2458187.85088,2458687.85088
2018iez,ZTF18acebtdv,53.573787499999995,-6.264886111111111,2458428.832696759,2458178.832697,2458678.832697
2018ime,ZTF18achoord,51.10568749999999,-3.9428722222222223,2458428.832696759,2458178.832697,2458678.832697
2018hrs,ZTF18acbufud,28.791587499999995,2.484652777777778,2458422.7675925926,2458172.767593,2458672.767593
2018hyy,ZTF18acckoil,37.98091666666666,3.12605,2458424.9779976853,2458174.977998,2458674.977998
2018iwg,ZTF18abwbcjx,50.20083333333333,0.860575,2458425.8568287035,2458175.856829,2458675.856829
2018jfk,ZTF17aabgaoo,43.788462499999994,3.7797416666666668,2458431.737997685,2458181.737998,2458681.737998
2018hsf,ZTF18acbvpzj,40.05331666666666,-19.979202777777775,2458422.8339930554,2458172.833993,2458672.833993
2018ijn,ZTF18acfvhko,44.011291666666665,-16.488119444444447,2458428.8129976853,2458178.812998,2458678.812998
2018jco,ZTF18acrkngz,43.257237499999995,-25.509166666666665,2458435.7949074074,2458185.794907,2458685.794907
2018iti,ZTF18achqdch,56.09817916666666,-18.669380555555556,2458434.813587963,2458184.813588,2458684.813588
2018iuj,ZTF18acmyhbd,57.48057083333332,-14.032166666666667,2458434.8880555555,2458184.888056,2458684.888056
2018ien,ZTF18abvfisg,48.06267916666666,-15.314644444444445,2458425.833252315,2458175.833252,2458675.833252
2018huc,ZTF18acbvcmw,35.58067083333333,-12.153019444444444,2458422.834849537,2458172.83485,2458672.83485
2018iyh,ZTF18acmwyya,34.799854166666655,-12.638005555555555,2458431.788888889,2458181.788889,2458681.788889
2018iwl,ZTF18abzyvbt,39.29104583333333,-11.914486111111112,2458434.7835185183,2458184.783519,2458684.783519
2018ifh,ZTF18accjwuo,34.90257083333332,-14.561433333333333,2458425.7967824074,2458175.796782,2458675.796782
2018hum,ZTF18abuwcul,31.416529166666667,-9.130702777777778,2458425.7959953705,2458175.795995,2458675.795995
2018ieu,ZTF18acdzzyf,31.79532083333333,-9.024433333333334,2458022.9819907406,2457772.981991,2458272.981991
2018hue,ZTF18abxrngw,24.312708333333333,-12.353411111111111,2458397.837997685,2458147.837998,2458647.837998
2018hxq,ZTF18abyiusv,27.747516666666666,-14.114097222222222,2458397.8375810185,2458147.837581,2458647.837581
2018hka,ZTF18acbudzh,9.833645833333332,-10.478969444444445,2458406.9379976853,2458156.937998,2458656.937998
2018hkb,ZTF18acbudzo,15.659995833333333,-6.392622222222222,2458397.7897685184,2458147.789769,2458647.789769
2018gxi,ZTF18abzscns,16.26027083333333,-21.93676388888889,2458389.8129976853,2458139.812998,2458639.812998
2018hgl,ZTF18acbxshd,11.088629166666664,-17.350325,2458401.8969907407,2458151.896991,2458651.896991
2021dqa,ZTF21aamjgfp,152.48407916666667,-19.33823611111111,2459266.7948957984,2459016.794896,2459516.794896
2021epv,ZTF21aaoekcj,152.3993958333333,-13.042063888888888,2459278.794976898,2459028.794977,2459528.794977
2021dge,ZTF21aalgrcl,153.10091249999996,-9.469683333333334,2459257.992,2459007.992,2459507.992
2021epu,ZTF21aaoekdf,154.1719125,-10.877172222222223,2459278.794976898,2459028.794977,2459528.794977
2021egg,ZTF21aanyyde,149.173225,-18.733188888888886,2459276.752,2459026.752,2459526.752
2021exv,ZTF21aaokuir,150.63034166666665,-14.04795,2459276.7523031943,2459026.752303,2459526.752303
2021eyh,ZTF21aaokvsq,149.25240416666662,-9.434305555555556,2459276.7527662036,2459026.752766,2459526.752766
2021dsb,ZTF21aamucom,158.82827083333333,-13.005444444444445,2459268.7250809954,2459018.725081,2459518.725081
2021dcv,ZTF21aakplky,150.35649999999998,5.0448249999999994,2459256.836134259,2459006.836134,2459506.836134
2021dqn,ZTF21aaltwgl,145.83452916666664,-4.314519444444445,2459264.771701389,2459014.771701,2459514.771701
2021dfk,ZTF21aalgyil,148.47827916666665,2.9643916666666668,2459262.829340301,2459012.82934,2459512.82934
2021ckk,ZTF21aajevjg,149.40262916666663,-3.679475,2459254.8804167015,2459004.880417,2459504.880417
2021gsn,ZTF21aaltxht,140.25805,3.1187305555555556,2459255.871712963,2459005.871713,2459505.871713
2021dne,ZTF21aajtosy,144.99462083333333,-2.3686416666666665,2458842.114,2458592.114,2459092.114
2021dic,ZTF21aalgqsv,154.08239583333332,0.6521416666666667,2459262.8158332985,2459012.815833,2459512.815833
2021czw,ZTF21aaktwmt,157.17461249999997,-3.0252666666666665,2459260.944,2459010.944,2459510.944
2021drv,ZTF21aamtcbk,162.7963458333333,-2.2214111111111112,2459268.9207639005,2459018.920764,2459518.920764
2021epr,ZTF21aaodgho,142.10090833333334,-18.82833611111111,2459278.731284699,2459028.731285,2459528.731285
2021gfy,ZTF21aapouby,147.60764999999998,-21.904627777777776,2459278.751388889,2459028.751389,2459528.751389
2021eps,ZTF21aaodlzh,140.4426458333333,-5.8998888888888885,2459278.7519096993,2459028.75191,2459528.75191
2021ckj,ZTF21aajbgol,136.46284583333332,-8.585433333333334,2459254.7929860996,2459004.792986,2459504.792986
2021aey,ZTF21aaebkmj,65.16349166666664,-26.636433333333333,2459222.7770601967,2458972.77706,2459472.77706
2020acgf,ZTF20acwimuf,71.17418333333333,-23.973869444444443,2459185.82485,2458935.82485,2459435.82485
2020acbc,ZTF20acwilfu,64.17181666666666,-24.83488611111111,2459189.76064,2458939.76064,2459439.76064
2020abrp,ZTF20acvdqtg,70.42017083333332,-23.623469444444446,2459188.84596,2458938.84596,2459438.84596
2021agy,ZTF21aaecawl,71.71969583333333,-26.589766666666666,2459222.7416781946,2458972.741678,2459472.741678
2020ablu,ZTF19aaceffy,74.02712083333333,-26.887880555555554,2459179.83462,2458929.83462,2459429.83462
2021ame,ZTF21aaevrmu,66.4392,-26.65663888888889,2459226.709699097,2458976.709699,2459476.709699
2020accy,ZTF20acvcxib,75.81674166666664,-26.425911111111112,2459188.7936343057,2458938.793634,2459438.793634
2020acds,ZTF20acwlphq,65.10076249999999,-24.920375,2459193.7511343057,2458943.751134,2459443.751134
2020abvc,ZTF20acvjzbc,76.15797083333331,2.2311055555555557,2459189.895960602,2458939.895961,2459439.895961
2021ae,ZTF21aaaewsb,81.91205,-6.147588888888889,2459216.7575,2458966.7575,2459466.7575
2020adiw,ZTF20acxwbrk,74.35820833333332,-5.105422222222222,2459192.927,2458942.927,2459442.927
2021ad,ZTF20adaduxg,79.27392083333332,-6.6570583333333335,2459216.755625,2458966.755625,2459466.755625
2020acax,ZTF20actgsat,82.73271249999999,-0.5192527777777778,2459176.87957,2458926.87957,2459426.87957
2021lu,ZTF21aabcyaf,74.30808333333333,0.9522472222222221,2459218.7314235996,2458968.731424,2459468.731424
2020aame,ZTF20acrvngn,73.9243625,3.7302,2459172.819594896,2458922.819595,2459422.819595
2021li,ZTF21aabjijh,76.48108333333332,-0.42294166666666666,2459216.774953704,2458966.774954,2459466.774954
2021lh,ZTF21aabjhie,76.50437916666665,-2.2591805555555555,2459216.774953704,2458966.774954,2459466.774954
2020abcd,ZTF20acttirv,78.75664166666665,-2.9106166666666664,2459177.8957523033,2458927.895752,2459427.895752
2020abxj,ZTF20acuzoei,75.79590416666666,-3.271072222222222,2459187.992,2458937.992,2459437.992
2020adlw,ZTF20aczkwrq,84.62247916666665,-1.4045833333333333,2459205.7252893983,2458955.725289,2459455.725289
2020adlb,ZTF20aczkvvy,82.12900833333333,1.5331805555555555,2459205.726,2458955.726,2459455.726
2020acgi,ZTF20acwusfx,76.06499583333333,3.6114361111111113,2459194.80399,2458944.80399,2459444.80399
2020abuo,ZTF20acvidxk,64.28070416666665,10.053625,2459187.7376156943,2458937.737616,2459437.737616
2020abxa,ZTF20actsxsl,59.81894583333333,12.44651111111111,2459188.8101504976,2458938.81015,2459438.81015
2020aauh,ZTF20actfoxr,72.97466249999998,13.09961388888889,2459176.831898102,2458926.831898,2459426.831898
2020acgd,ZTF20acwjrmn,74.28784166666667,6.6182388888888894,2459189.76535,2458939.76535,2459439.76535
2020abtd,ZTF20acurcwh,72.53859166666666,9.60538611111111,2459185.84236,2458935.84236,2459435.84236
2020adff,ZTF20acwjrim,74.63549583333332,7.442175000000001,2459190.857,2458940.857,2459440.857
2020abwb,ZTF20acvehtq,77.06377499999999,9.376419444444444,2459188.81903,2458938.81903,2459438.81903
2020absm,ZTF20acvhxbb,80.69499166666665,6.230808333333333,2459189.76581,2458939.76581,2459439.76581
2020adle,ZTF20acxvvnf,77.58587083333333,6.338841666666666,2459200.971,2458950.971,2459450.971
2021zn,ZTF21aabpzjd,77.041025,10.603530555555555,2459221.6733448957,2458971.673345,2459471.673345
2021zz,ZTF21aadgfmp,77.35009583333333,8.333741666666667,2459225.694594896,2458975.694595,2459475.694595
2020adkj,ZTF21aaknzxo,80.14250833333331,6.555905555555555,2459204.821,2458954.821,2459454.821
2020adlc,ZTF20acytfkf,75.63780416666665,15.606730555555556,2459203.716,2458953.716,2459453.716
2020aalz,ZTF20acrvoxv,77.40735833333332,7.038294444444444,2459170.9276389005,2458920.927639,2459420.927639
2020aajq,ZTF20acrpwfw,76.90887499999998,8.21873888888889,2459171.905694398,2458921.905694,2459421.905694
2020acdk,ZTF20acwjhvd,64.70640833333333,-12.852152777777777,2459190.7744096993,2458940.77441,2459440.77441
2020acay,ZTF20acunlli,72.59163333333332,-18.568491666666667,2459189.82437,2458939.82437,2459439.82437
2020acmr,ZTF20acvdfmw,68.07912499999999,-11.305122222222224,2459191.848,2458941.848,2459441.848
2020acpu,ZTF18acpuxbb,65.26387916666665,-10.677016666666667,2459196.82036,2458946.82036,2459446.82036
2020aetp,ZTF20acxooqk,67.923875,-12.433080555555556,2459200.7549,2458950.7549,2459450.7549
2020accz,ZTF20acvjvly,62.52173749999999,-13.398,2459188.8077315046,2458938.807732,2459438.807732
2020adbx,ZTF20acxooam,62.34927499999999,-12.669597222222222,2459194.903,2458944.903,2459444.903
2020acbf,ZTF20acuqyea,71.00614583333332,-18.15653611111111,2459193.78367,2458943.78367,2459443.78367
2020abez,ZTF20acrvlem,67.92028333333333,-10.570025,2459172.814,2458922.814,2459422.814
2020aawh,ZTF20actezmo,70.17685416666667,-16.759655555555554,2459177.8479860993,2458927.847986,2459427.847986
2020aafo,ZTF20acqzpze,65.98458333333333,-19.47186111111111,2459170.9253009027,2458920.925301,2459420.925301
2021bmv,ZTF21aaffxdt,66.66111666666666,-11.896027777777777,2459228.802,2458978.802,2459478.802
2020adbn,ZTF20acxpmnx,69.07181249999998,-10.969080555555555,2459194.79652,2458944.79652,2459444.79652
2021arg,ZTF21aaevrjl,67.82826249999998,-10.396386111111111,2459231.687141204,2458981.687141,2459481.687141
2021fg,ZTF21aaateuz,85.75597916666665,-11.349697222222224,2459217.882,2458967.882,2459467.882
2020acge,ZTF20acvdlce,80.37234166666666,-10.746613888888888,2459178.955,2458928.955,2459428.955
2020aarw,ZTF20acrheie,81.31309583333334,-8.626052777777778,2459170.90042,2458920.90042,2459420.90042
2020abjl,ZTF20acumxrh,76.53500416666665,-11.23501111111111,2459185.84002,2458935.84002,2459435.84002
2021aif,ZTF21aaeczqr,77.75361666666666,-16.344780555555555,2459228.7525,2458978.7525,2459478.7525
2020adlx,ZTF20aczlmsm,79.53518333333332,-10.239044444444444,2459205.773958299,2458955.773958,2459455.773958
2020aatb,ZTF20acrzwvx,81.19338333333333,-15.942063888888889,2459176.872,2458926.872,2459426.872
2021bjz,ZTF21aagmoqw,80.56087499999998,-13.562661111111112,2459244.851,2458994.851,2459494.851
2020abxl,ZTF20acvcxkz,76.09485,-14.046216666666666,2459190.9111,2458940.9111,2459440.9111
2020acgb,ZTF20acvcxob,82.17502499999999,-15.714877777777778,2459176.8995,2458926.8995,2459426.8995
2020abof,ZTF20acuzgqa,79.44939999999998,-8.804330555555556,2459183.83537,2458933.83537,2459433.83537
2021aha,ZTF21aaeczii,81.76908749999998,-14.861797222222222,2459221.902,2458971.902,2459471.902
2020acbp,ZTF20acnyhdq,85.84653333333333,-16.89196388888889,2459185.89962,2458935.89962,2459435.89962
2020adgj,ZTF20acxpvhu,83.41120416666665,-9.032994444444446,2459198.759629595,2458948.75963,2459448.75963
2021rv,ZTF21aabjtyd,84.8425125,-17.35983611111111,2459220.755960602,2458970.755961,2459470.755961
2020abvz,ZTF18acqinat,86.79838333333332,-17.240680555555556,2459185.89962,2458935.89962,2459435.89962
2021agz,ZTF21aaeeqip,80.05819583333331,-12.952919444444444,2459222.7737731016,2458972.773773,2459472.773773
2020acba,ZTF20acvcxkd,77.92758333333333,-24.56322777777778,2458899.856,2458649.856,2459149.856
2020acnj,ZTF20acwlszk,76.2703875,-20.44526388888889,2459193.8666,2458943.8666,2459443.8666
2021bmr,ZTF21aagkhwf,86.19170833333332,-20.904969444444443,2459243.73,2458993.73,2459493.73
2021ok,ZTF21aabjfbc,82.88134166666666,-20.52069722222222,2459220.746,2458970.746,2459470.746
2021rm,ZTF21aacdntt,79.75291666666665,-27.30188888888889,2459218.771099502,2458968.7711,2459468.7711
2021ly,ZTF21aaasaqo,77.73769583333333,-19.814877777777777,2459220.7464815048,2458970.746482,2459470.746482
2020acrz,ZTF20acwujgz,83.24687083333332,-19.117386111111113,2459197.909,2458947.909,2459447.909
2020abjj,ZTF20acthgew,81.21530833333333,-24.427725000000002,2459176.85569,2458926.85569,2459426.85569
2020abwr,ZTF18acyvgxj,85.93831666666667,-27.628116666666667,2459183.83442,2458933.83442,2459433.83442
2020abqy,ZTF20acuzfpk,78.39028333333333,-19.50157777777778,2459188.801,2458938.801,2459438.801
2021ake,ZTF21aaexknb,83.82778333333331,-27.569388888888888,2459229.862,2458979.862,2459479.862
2020acaw,ZTF19aacruld,85.03500416666667,-23.497308333333333,2459186.83185,2458936.83185,2459436.83185
2021X,ZTF21aaafrnh,80.82592083333333,-27.83755,2459215.7433332987,2458965.743333,2459465.743333
2021ajt,ZTF21aadpcmr,71.90062916666666,-1.1620472222222222,2459216.7494,2458966.7494,2459466.7494
2021aee,ZTF21aacnrcl,65.42059583333332,-6.687536111111111,2459225.6908218055,2458975.690822,2459475.690822
2021bjm,ZTF21aagmogi,62.79470416666666,-1.8690277777777777,2459244.788,2458994.788,2459494.788
2021ank,ZTF21aacnrbj,71.74225833333333,-2.236702777777778,2459230.7076389003,2458980.707639,2459480.707639
2020aawi,ZTF20acrxuzp,66.73264166666667,-4.145080555555556,2459169.888,2458919.888,2459419.888
2021bos,ZTF21aagmojt,63.466987499999995,0.4893638888888889,2459248.7082292014,2458998.708229,2459498.708229
2021abi,ZTF21aacvrzy,72.53536666666666,-3.283644444444444,2459219.855,2458969.855,2459469.855
2021bor,ZTF21aagmoim,67.34541249999998,-3.91515,2459244.789,2458994.789,2459494.789
2020aczd,ZTF20acxdlcd,68.28221666666666,-7.527258333333333,2459198.877,2458948.877,2459448.877
2021aj,ZTF21aaaevxq,72.18207916666665,-3.3574805555555556,2459216.749398102,2458966.749398,2459466.749398
2020acgc,ZTF20acwuiuo,68.06846666666665,-2.4615861111111115,2459194.76916,2458944.76916,2459444.76916
2020acaj,ZTF20acvhuxc,65.56084166666665,-0.5076444444444445,2459187.946,2458937.946,2459437.946
2021atq,ZTF21aafpqcq,63.505083333333324,-2.227175,2459228.697465301,2458978.697465,2459478.697465
2020abwn,ZTF20acvdfkf,63.33587916666666,-2.153161111111111,2459187.73528,2458937.73528,2459437.73528
2020aawj,ZTF20actmikz,66.03818333333334,2.947913888888889,2459177.8938889005,2458927.893889,2459427.893889
2021mw,ZTF21aaaawur,70.31570416666666,2.866502777777778,2459215.648,2458965.648,2459465.648
2021aph,ZTF21aadtnyl,69.56225833333332,-3.911347222222222,2459222.7808,2458972.7808,2459472.7808
2019dke,ZTF19aatevrp,193.40916666666664,-26.292061111111114,2458585.38,2458335.38,2458835.38
2019dsn,ZTF19aaraued,179.46154999999996,-16.888483333333333,2458584.729826389,2458334.729826,2458834.729826
2019gvi,ZTF19aaqhmju,192.88497499999997,-14.221183333333334,2458587.7729976852,2458337.772998,2458837.772998
2019ecn,ZTF19aajwchu,183.44289999999998,-13.647591666666667,2458584.751909722,2458334.75191,2458834.75191
2019cxt,ZTF19aapelnr,196.15302499999999,-16.456075,2458581.770752315,2458331.770752,2458831.770752
2019dhz,ZTF19aapfnym,203.16671666666664,-20.60537777777778,2458577.9769907407,2458327.976991,2458827.976991
2019dzs,ZTF19aartupg,202.90470833333333,-17.827116666666665,2458593.7930092593,2458343.793009,2458843.793009
2019dfr,ZTF19aapedmh,176.96832499999996,-20.72086111111111,2458581.7529166667,2458331.752917,2458831.752917
2019sta,ZTF19aavkbch,12.138866666666667,53.15231111111111,2458771.6339930557,2458521.633993,2459021.633993
2019sxb,ZTF19acgexlc,294.370225,63.05537777777778,2458776.6430324074,2458526.643032,2459026.643032
2019sgv,ZTF19acdvbay,293.1683875,65.15202222222223,2458765.6432060185,2458515.643206,2459015.643206
2019tka,ZTF19acihgng,289.8936583333333,61.84683611111112,2458428.79,2458178.79,2458678.79
2019skg,ZTF18abfhssx,297.11116666666663,59.55284722222222,2458766.6753703705,2458516.67537,2459016.67537
2019tsx,ZTF19ackxsmc,294.3090125,62.07979166666667,2458786.6769791665,2458536.676979,2459036.676979
2019tjt,ZTF19acignlo,4.265304166666667,31.57252777777778,2458782.628599537,2458532.6286,2459032.6286
2019sqf,ZTF19acfbkba,4.358474999999999,33.57700555555556,2458773.627025463,2458523.627025,2459023.627025
2019tju,ZTF19acigqdd,6.552554166666667,29.629416666666668,2458782.6290625,2458532.629062,2459032.629062
2019sih,ZTF19acdvive,13.808074999999999,30.350544444444445,2458765.6663078703,2458515.666308,2459015.666308
2019sxq,ZTF19acgeoxt,12.549024999999999,27.38116388888889,2458776.629710648,2458526.629711,2459026.629711
2019sgq,ZTF19accvilj,10.958208333333332,36.93810555555555,2458761.9009953705,2458511.900995,2459011.900995
2019stn,ZTF19acfvmzm,9.156608333333333,29.738372222222225,2458775.6294791666,2458525.629479,2459025.629479
2019str,ZTF19acfslsb,9.555266666666666,34.40689722222222,2458774.6297685187,2458524.629769,2459024.629769
2019sho,ZTF19acduxpf,25.966562500000002,27.55174166666667,2458765.6347916666,2458515.634792,2459015.634792
2019sql,ZTF19acewotx,18.833791666666663,25.037011111111113,2458772.6629976854,2458522.662998,2459022.662998
2019swx,ZTF19acgespx,26.56796666666666,17.608586111111112,2458776.635462963,2458526.635463,2459026.635463
2019tlo,ZTF19achbtdx,24.161175,23.177366666666668,2458782.978,2458532.978,2459032.978
2019sqj,ZTF19acdxlns,27.95109583333333,21.295608333333334,2458773.637048611,2458523.637049,2459023.637049
2019trl,ZTF19ackkibg,26.977562499999994,28.555633333333333,2458786.643090278,2458536.64309,2459036.64309
2019sqm,ZTF19acfsmlc,12.312337499999998,17.173333333333336,2458774.631539352,2458524.631539,2459024.631539
2019til,ZTF19acfzxms,14.145245833333332,14.776241666666667,2458781.7161342595,2458531.716134,2459031.716134
2019slp,ZTF19abtfplj,19.86027083333333,17.899505555555557,2458768.6349537037,2458518.634954,2459018.634954
2019sme,ZTF19acenhzd,19.45372083333333,17.390686111111112,2458769.6316203703,2458519.63162,2459019.63162
2019soj,ZTF19acetypv,14.363616666666664,20.245169444444446,2458771.632650463,2458521.63265,2459021.63265
2019tdi,ZTF19achbgzn,7.781937499999999,20.42214166666667,2458779.631435185,2458529.631435,2459029.631435
2019soi,ZTF19acetyox,13.822791666666665,19.47639722222222,2458771.632650463,2458521.63265,2459021.63265
2019tsm,ZTF19ackkfxh,10.334174999999998,16.266808333333334,2458786.638125,2458536.638125,2459036.638125
2019sxc,ZTF19acgfhfd,10.755791666666665,41.30022222222222,2458776.6315625,2458526.631562,2459026.631562
2019sig,ZTF18abjdgzk,10.184929166666667,43.59444166666667,2458765.664398148,2458515.664398,2459015.664398
2019sqo,ZTF18acfhmdg,12.41564583333333,46.47172777777778,2458774.6325,2458524.6325,2459024.6325
2019stj,ZTF19acdhckv,11.191208333333332,46.90431111111111,2458772.6323032407,2458522.632303,2459022.632303
2019sgu,ZTF19acdnvwk,13.685291666666664,46.64926111111111,2458764.9189930554,2458514.918993,2459014.918993
2019tta,ZTF19acfsueq,22.871337499999996,45.53493611111111,2458782.6620717593,2458532.662072,2459032.662072
2019skx,ZTF19aceihlv,21.854679166666664,42.070525,2458767.633761574,2458517.633762,2459017.633762
2019tfd,ZTF19achbhfc,15.060229166666664,39.47730277777778,2458779.6319560185,2458529.631956,2459029.631956
2019uag,ZTF19acmdxbp,351.83482499999997,41.58399166666667,2458789.6529166666,2458539.652917,2459039.652917
2019tjs,ZTF19acigmtd,359.02709999999996,43.02081388888889,2458782.627071759,2458532.627072,2459032.627072
2019soh,ZTF19acetxvq,358.59212083333324,34.3504,2458771.6269444446,2458521.626944,2459021.626944
2019slt,ZTF19acdcgqm,346.46954999999997,44.40306666666667,2458762.6669907407,2458512.666991,2459012.666991
