julian_date,filter,flux,flux_unc
2459301.6515509,ZTF_r,31.1377437772797,56.7662044786505
2459301.6938542,ZTF_g,88.7554576075059,92.3033772619243
2459303.7193634,ZTF_g,-18.2087578054971,70.3500697140153
2459306.6705208,ZTF_g,13.0249572026325,25.3443800088398
2459306.7269676,ZTF_r,-19.3844067973685,33.1539925175855
2459308.6567014,ZTF_g,0.477158888404738,23.3987396863141
2459308.6873958,ZTF_r,14.1843350241167,29.6148347678002
2459310.6861921,ZTF_r,-58.8828476876021,63.9020403297668
2459312.6862616,ZTF_r,12.8352369976124,33.7133175967945
2459312.6930671,ZTF_g,41.9902018266411,33.504285046946
2459314.6940972,ZTF_g,-17.2866229078275,26.0597567413127
2459316.6590741,ZTF_r,21.1015186750167,26.8210767026618
2459316.6933565,ZTF_g,26.1569212287654,22.5769159028375
2459319.6591204,ZTF_r,-6.03920022247457,35.3200932048007
2459319.686794,ZTF_g,23.0228194376201,39.8950075146679
2459321.7042824,ZTF_r,-41.5767910768877,34.7975370028646
2459325.6639236,ZTF_r,-6.52039650714243,47.1504359572577
2459325.6982755,ZTF_g,75.7164740515261,62.3502391817595
2459329.6660301,ZTF_g,-5.67752210461807,96.8238509024443
2459329.6977546,ZTF_r,-41.8366973768338,72.0074803094345
2459452.9909375,ZTF_r,-30.2814150131124,58.6935433988594
2459452.9933912,ZTF_r,-23.3546218693586,50.7499745148622
2459452.9958681,ZTF_r,36.5783668287029,47.1256547875306
2459452.9983449,ZTF_r,-111.00475963105,63.1048842833126
2459453.0008102,ZTF_r,-49.6341643947543,48.1867825691016
2459453.9903819,ZTF_r,38.2264006269003,57.3034436019848
2459453.9928472,ZTF_r,-37.7511438839494,48.3411983272208
2459453.9953125,ZTF_r,16.3118949828993,52.8939588035567
2459453.9977778,ZTF_r,-23.0888087522293,47.9379669857378
2459454.0002546,ZTF_r,-68.131540525558,50.9536118415864
2459454.9922338,ZTF_r,-49.9126659963754,43.9453959736908
2459454.9946991,ZTF_r,-32.1557047054438,44.2860351713601
2459454.9971759,ZTF_r,-27.6716008746566,45.7156760235762
2459454.9996528,ZTF_r,4.90120546878769,46.4954629181332
2459455.0021296,ZTF_r,-43.7293598993266,43.2059889695721
2459456.9936921,ZTF_r,-12.0495120005432,43.8895229360062
2459456.9962037,ZTF_r,-5.72612588838301,42.5305440902758
2459456.9987269,ZTF_r,-50.4136213900825,41.9587799625288
2459457.00125,ZTF_r,-35.3823535578839,42.8912231988883
2459457.0037616,ZTF_r,-41.2572849951696,47.9164216903387
2459469.9759259,ZTF_r,18.1213569856193,28.7984672678349
2459471.9699074,ZTF_r,-4.7723980854115,27.2023307744308
2459474.9486458,ZTF_g,-3.42373512311078,22.9579320720568
2459477.9767708,ZTF_g,-125.576261337531,94.3860239284736
2459478.0278704,ZTF_r,0.5650334130411,80.4556563505656
2459480.9280903,ZTF_g,24.3971559587922,82.7352730139734
