julian_date,filter,flux,flux_unc
2459136.0172801,ZTF_r,16.990060607246,46.8842485781036
2459136.022037,ZTF_r,21.0401181892916,40.2918246599229
2459136.026794,ZTF_r,-23.1650803437906,43.3926895451628
2459136.0315509,ZTF_r,-42.2889312702421,46.6392038202247
2459136.0363079,ZTF_r,90.4450453121465,77.0611164351955
2459150.0226273,ZTF_g,-71.0569012643422,51.2035331378071
2459151.0206944,ZTF_g,-3.37351233303733,28.4120969968763
2459152.9968287,ZTF_r,-14.5772370792348,78.9370466076903
2459153.0072106,ZTF_g,72.192501835292,98.4097490813014
2459153.9965509,ZTF_r,62.3786592837357,87.1998554909083
2459154.0107292,ZTF_g,-110.484591985042,106.857321435527
2459157.0490972,ZTF_r,66.3613330680822,72.0698249550176
2459158.9999537,ZTF_g,99.6461651537418,77.572704620932
2459159.0231597,ZTF_r,33.7751361484899,62.7146020709843
2459159.998831,ZTF_r,-36.8555246451482,48.7321148989778
2459160.0097569,ZTF_g,-16.9515188360869,50.2102085820893
2459165.9795023,ZTF_r,58.5716999088454,31.7796989250992
2459168.9422106,ZTF_r,19.1039832865015,62.591215635062
2459169.0002894,ZTF_g,-31.0704224125628,29.3969290359315
2459169.9836458,ZTF_g,-2.87312239152708,34.6478369012711
2459170.0264468,ZTF_r,8.48911997978539,40.226822158811
2459170.9784606,ZTF_g,-4.51460217635291,27.3606500214492
2459171.0435532,ZTF_r,-24.1176619772406,35.2621148935483
2459172.0104051,ZTF_g,-22.8517405853364,28.5566708280193
2459175.0230093,ZTF_g,-18.5973705846163,33.4247202221305
2459175.0549769,ZTF_r,,
2459177.0461111,ZTF_r,10.7376545036237,33.1518257856453
2459179.9814236,ZTF_g,44.1298687066513,33.8398485632721
2459182.0037153,ZTF_g,42.6854767124518,77.8402542410647
2459186.0208449,ZTF_g,-19.5002682082391,66.2908329475477
2459188.0217824,ZTF_g,-134.189218741691,94.7436135502481
2459190.0021991,ZTF_g,-213.37353992931,128.409323247612
2459192.9257176,ZTF_g,79.8334479996086,67.8429220691815
2459193.0022222,ZTF_r,23.267957827977,86.9470378271158
2459194.9844676,ZTF_r,9.95777618523405,38.2532193538097
2459195.0236921,ZTF_g,-37.5334014283942,39.207110557512
2459196.9801042,ZTF_r,19.3924033496711,59.4364573726969
2459199.949456,ZTF_r,10.1653686888636,41.4954545496208
2459200.027037,ZTF_g,1.55084168063781,40.4017354197487
2459201.9835764,ZTF_g,-20.9992770879054,46.085826456404
2459203.8985301,ZTF_g,9.19146866754793,44.8497104615286
2459210.9199306,ZTF_r,-7.46493482799995,95.3005249188231
2459216.9010185,ZTF_r,-37.007318799635,177.121132276987
2459216.9437153,ZTF_g,122.936570284345,89.3427216655831
2459218.873912,ZTF_g,47.2077423205818,59.3180352340633
2459218.9409838,ZTF_r,-9.43520865470254,61.3843070972411
2459220.9374537,ZTF_r,-46.7703650633145,51.1819322055063
2459220.941713,ZTF_g,-1.69795863115702,56.9031952644033
2459222.8979514,ZTF_g,5.86856283851406,26.0312050315808
2459222.9399421,ZTF_r,28.334952303095,36.7120558540025
2459224.871713,ZTF_r,14.4391308029357,42.879785197825
2459224.9393866,ZTF_g,7.80264489487653,43.4371142917499
2459226.942419,ZTF_g,-4.48578970900621,38.825773839087
2459228.9054977,ZTF_g,-17.0651093982703,26.352081353862
2459228.9417361,ZTF_r,-31.1284264442573,40.1137068016405
2459230.92,ZTF_r,-3.44821313102999,34.444697337429
2459232.8786806,ZTF_g,-19.8813321807643,28.2467353968039
2459232.8989005,ZTF_r,15.8736348573564,27.200204018798
2459248.7737963,ZTF_g,-2.35364239180001,34.6935053940515
2459248.8860648,ZTF_r,11.7876717273487,38.1842056272081
2459250.8369097,ZTF_r,11.0432997682402,44.1789092496189
2459250.8742477,ZTF_g,20.2450958441664,41.4104562255895
2459252.8566667,ZTF_g,-44.1261122706362,25.4067396628582
2459254.8799421,ZTF_r,-25.9277255729337,26.0056877233016
2459256.8144444,ZTF_g,-21.8197056987864,28.4153106964019
2459256.8784491,ZTF_r,-39.0166157206902,28.3668038228319
2459258.8185532,ZTF_r,49.4655201351967,67.4600608617712
2459263.8533796,ZTF_g,-16.2960021017546,46.0322303801456
2459263.8785417,ZTF_r,-54.4870028323935,70.074785728041
2459266.7953588,ZTF_g,39.0096644491057,85.4569270506595
2459266.8193866,ZTF_r,59.3623640945639,66.0676481960808
2459268.7891551,ZTF_g,94.8203384257167,57.94352627913
2459268.8145486,ZTF_r,111.931074124218,48.2926109945939
