,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59230.337291699834,1476337293715015004,1,1476337293715,20.4359,1,1476,3.00882,20.2518,19.9788,0.227576,0.2473,124.3815764,6.1016818,0.678571,t17_f5_c3,20.1209,0.3543,False,False,False,correction_0.0.1,0.0,,
1,ztf,59232.358576400205,1478358573715015006,1,1478358573715,20.6445,1,1478,3.22646,19.9156,20.4269,0.147519,0.3489,124.3815289,6.1017558,0.784286,t17_f5_c3,20.4089,0.4306,False,False,False,correction_0.0.1,0.0,,
2,ztf,59252.213136599865,1498213133715015007,2,1498213133715,20.50874,1,1498,2.78548,20.073826,19.7028,0.14308017,0.2239,124.3815414,6.1017578,0.5957143,t17_f5_c3,19.6161,0.2551,True,False,False,correction_0.0.1,0.0,0.99886715,464120237.0
3,ztf,59252.267824099865,1498267823715015017,1,1498267823715,20.557,1,1498,3.09404,20.7805,20.7342,0.352761,0.4703,124.3815677,6.1017607,0.542857,t17_f5_c3,20.2079,0.3645,False,False,False,correction_0.0.1,0.0,,
4,ztf,59256.23531250004,1502235313715015003,2,1502235313715,20.543737,1,1502,2.7222047,20.051874,20.12,0.15512958,0.3147,124.3816179,6.1016971,0.7,t17_f5_c3,20.0913,0.3768,True,False,False,correction_0.0.1,0.0,0.9938996,464120237.0
