,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59108.37945599994,1354379453615015009,2,1354379453615,19.5261,1,1354,0.122597,19.5108,17.962624,19.7129,0.221156,0.049630865,0.053140856,0.4162,354.9731895,-23.1775559,0.952857,t17_f5_c3,19.6448,0.4997,False,True,False,bulk_1.0.0,0.0,1.380294533615015e+18,,
1,ztf,59113.292627300136,1359292623615015005,2,1359292623615,20.0482,1,1359,0.221048,20.17,18.08836,19.9715,0.273972,0.034167834,0.04027638,0.3468,354.9731723,-23.1774851,0.908571,t17_f5_c3,19.9494,0.4333,False,True,False,bulk_1.0.0,0.0,1.380294533615015e+18,,
2,ztf,59128.270995399915,1374270993615015010,2,1374270993615,19.669313,1,1374,0.12516369,19.299591,17.907999,19.3584,0.14895652,0.03719151,0.041344948,0.3097,354.9732169,-23.1774968,0.9614286,t17_f5_c3,19.1475,0.3269,False,True,False,bulk_1.0.0,0.0,1.380294533615015e+18,0.9980475,293120236.0
3,ztf,59130.25652780011,1376256523615015015,2,1376256523615,20.077915,1,1376,0.088192314,19.543627,17.970423,19.9782,0.122190945,0.02138387,0.02869175,0.3428,354.9732297,-23.1775103,0.95714283,t17_f5_c3,19.7557,0.3566,False,True,False,bulk_1.0.0,0.0,1.380294533615015e+18,0.9999998,293120236.0
4,ztf,59134.29453699989,1380294533615015018,2,1380294533615,19.840256,1,1380,0.2140658,19.67766,18.00044,19.8879,0.17021853,0.030532395,0.03631775,0.3373,354.9732817,-23.1775244,0.94142854,t17_f5_c3,19.9935,0.4741,False,True,False,bulk_1.0.0,0.0,1.386229693615015e+18,0.9999951,293120236.0
5,ztf,59138.27427079994,1384274273615015010,2,1384274273615,19.5808,1,1384,0.412701,19.5819,17.979288,19.5838,0.218157,0.04597532,0.04985682,0.3045,354.9732703,-23.1774268,0.697143,t17_f5_c3,19.7285,0.4444,False,True,False,bulk_1.0.0,0.0,1.386229693615015e+18,,
6,ztf,59140.188796299975,1386188793615015009,1,1386188793615,20.3187,1,1386,0.378203,20.3432,18.821962,19.856,0.228007,0.05317084,0.05616336,0.2506,354.9731321,-23.1776033,0.798571,t17_f5_c3,19.6889,0.2745,False,True,False,bulk_1.0.0,0.0,1.386229693615015e+18,,
7,ztf,59140.2296990999,1386229693615015016,2,1386229693615,20.251495,1,1386,0.027601998,19.394066,17.933407,19.4553,0.11988788,0.025163794,0.031225687,0.1983,354.9732166,-23.1775394,0.95285714,t17_f5_c3,19.2654,0.2119,False,True,False,bulk_1.0.0,0.0,1.390209653615015e+18,1.0,293120236.0
8,ztf,59144.20965280011,1390209653615015010,2,1390209653615,20.081942,1,1390,0.07163557,19.56489,17.975378,19.1795,0.13348256,0.024166469,0.030875891,0.1921,354.9732002,-23.1775445,0.9042857,t17_f5_c3,19.3869,0.2956,False,True,False,bulk_1.0.0,0.0,1.413209423615015e+18,0.99999565,293120236.0
9,ztf,59167.20942129986,1413209423615015005,2,1413209423615,19.98177,1,1413,0.3915455,19.957336,18.054363,19.607,0.18810444,0.02521073,0.03259941,0.2616,354.9731254,-23.1774607,0.9442857,t17_f5_c3,19.8891,0.4326,False,True,False,bulk_1.0.0,0.0,1.431146903615015e+18,0.9999972,293120236.0
10,ztf,59185.146909699775,1431146903615015006,2,1431146903615,19.427797,1,1431,0.14585951,19.601067,17.983639,19.3101,0.18771051,0.03762691,0.042317256,0.3096,354.9732255,-23.1775722,0.93857145,t17_f5_c3,19.3856,0.4251,True,True,False,bulk_1.0.0,0.0,0.0,0.99967736,293120236.0
11,ztf,59444.42357640015,1690423573615015019,1,1690423573615,19.921907,1,1690,0.37816787,19.97729,18.719748,19.7453,0.19581123,0.059247606,0.061492365,0.2726,354.973111,-23.177578,0.92,t17_f5_c3,20.2092,0.5326,True,True,False,correction_1.0.6,0.0,,0.99722946,293120136.0
12,ztf,59488.29414349981,1734294143615015007,2,1734294143615,19.992117,1,1734,0.09307909,19.654856,17.995535,20.0875,0.18852575,0.035901427,0.04089236,0.3982,354.9732277,-23.1775561,0.94714284,t17_f5_c3,20.1632,0.5451,True,True,False,correction_1.0.6,0.0,,0.99999,293120236.0
13,ztf,59490.31489579985,1736314893615015028,1,1736314893615,20.2137,1,1736,0.106994,20.3986,18.835348,20.362,0.307522,0.07053614,0.072874546,0.4539,354.9731816,-23.1775164,0.93,t17_f5_c3,20.073,0.4453,False,True,False,correction_1.0.6,0.0,1.743297153615015e+18,,
14,ztf,59497.29715280002,1743297153615015006,2,1743297153615,19.876411,1,1743,0.11527768,19.16438,17.86875,19.1636,0.11007422,0.028469453,0.03337596,0.1746,354.9732518,-23.1775352,0.9628571,t17_f5_c3,19.1185,0.2135,True,True,False,correction_1.0.6,0.0,,0.9999992,293120236.0
15,ztf,59512.27249999996,1758272493615015004,2,1758272493615,19.8885,1,1758,0.191111,19.4511,17.947977,19.5619,0.131088,0.026961027,0.03283324,0.2896,354.9732084,-23.1774788,0.972857,t17_f5_c3,19.7031,0.4218,False,True,False,correction_1.0.6,0.0,1.766230563615015e+18,,
16,ztf,59520.23056709999,1766230563615015010,2,1766230563615,19.90683,1,1766,0.21680875,19.44575,17.946634,19.5359,0.13131773,0.027194884,0.03301241,0.2369,354.9731503,-23.1775308,0.9657143,t17_f5_c3,19.5033,0.2933,True,True,False,correction_1.0.6,0.0,,0.9999994,293120236.0
17,ztf,59520.273564800154,1766273563615015021,1,1766273563615,20.0592,1,1766,0.691825,20.3826,18.831535,20.2489,0.316838,0.07370418,0.07592965,0.4129,354.9732949,-23.1773473,0.875714,t17_f5_c3,20.5757,0.7137,False,True,False,correction_1.0.6,0.0,1.768189953615015e+18,,
18,ztf,59522.189953700174,1768189953615015009,2,1768189953615,20.101528,1,1768,0.11333952,19.602295,17.983915,19.7163,0.14524928,0.026366457,0.032716155,0.2532,354.9731877,-23.1775144,0.97571427,t17_f5_c3,19.5939,0.2882,True,True,False,correction_1.0.6,0.0,,0.999995,293120236.0
19,ztf,59522.230833299924,1768230833615015008,1,1768230833615,20.27662,1,1768,0.21439011,20.015589,18.73163,20.0894,0.18049099,0.052755415,0.055318754,0.3146,354.9732778,-23.1775315,0.9742857,t17_f5_c3,20.2572,0.469,True,True,False,correction_1.0.6,0.0,,0.9999858,293120136.0
20,ztf,59524.147962999996,1770147963615015015,1,1770147963615,20.498041,1,1770,0.14145525,19.94158,18.708406,19.8473,0.14902617,0.045004107,0.047862288,0.2317,354.9732177,-23.1774872,0.94857144,t17_f5_c3,19.6708,0.2513,True,True,False,correction_1.0.6,0.0,,0.9999973,293120136.0
21,ztf,59524.21031250013,1770210313615015011,2,1770210313615,20.20395,1,1770,0.22272108,19.266462,17.8987,19.2407,0.11301287,0.026598308,0.032064427,0.1698,354.9732611,-23.1774845,0.9442857,t17_f5_c3,19.1762,0.2038,True,True,False,correction_1.0.6,0.0,,0.9999988,293120236.0
22,ztf,59525.1901273001,1771190123615015010,1,1771190123615,20.2361,1,1771,0.429185,20.2821,18.806591,19.7661,0.261721,0.064832926,0.06724104,0.2215,354.9730895,-23.1775695,0.657143,t17_f5_c3,19.8261,0.2985,False,True,False,correction_1.0.6,0.0,1.775231873615015e+18,,
23,ztf,59529.231875000056,1775231873615015006,1,1775231873615,19.59778,1,1775,0.42850524,19.397783,18.50252,19.1137,0.16124187,0.06939568,0.07069238,0.2051,354.973308,-23.1776092,0.8357143,t17_f5_c3,18.9543,0.2268,True,True,False,correction_1.0.6,0.0,,0.9942287,293120136.0
24,ztf,59530.12648149999,1776126483615015008,1,1776126483615,19.302645,1,1776,0.13431312,19.253548,18.436914,19.5197,0.19390301,0.09051189,0.0913968,0.3357,354.9732462,-23.1775052,0.8142857,t17_f5_c3,19.3533,0.3695,True,True,False,correction_1.0.6,0.0,,0.99999595,293120136.0
25,ztf,59530.22773149982,1776227733615015001,2,1776227733615,19.49378,1,1776,0.10616118,19.001892,17.816864,19.0253,0.13972248,0.043870892,0.04690885,0.2173,354.9732243,-23.177561,0.9457143,t17_f5_c3,18.9426,0.258,True,True,False,correction_1.0.6,0.0,,0.99999547,293120236.0
