,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59341.27414349979,1587274140615015002,2,1587274140615,20.280205,1,1587,0.17480181,19.963127,18.17473,19.6884,0.16703792,100.0,0.032170393,0.2402,222.3771376,-27.241112,0.8685714,t17_f5_c3,0.9996185,19.896,0.3697,275120206.0,True,True,True,correction_0.0.1,0.0
1,ztf,59343.272708300035,1589272700615015004,1,1589272700615,19.903896,1,1589,0.5883111,19.56658,18.630415,19.5491,0.17385167,0.070562236,0.073402844,0.2549,222.3769707,-27.2409722,0.9257143,t17_f5_c3,0.99999666,19.4574,0.2993,275120106.0,True,True,False,correction_0.0.1,0.0
2,ztf,59343.313819400035,1589313810615015003,2,1589313810615,19.884895,1,1589,0.11561165,19.714058,18.122108,19.5627,0.18717141,0.02778521,0.043197643,0.2791,222.3771179,-27.2410415,0.9142857,t17_f5_c3,0.99959445,19.9649,0.5152,275120206.0,True,True,False,correction_0.0.1,0.0
3,ztf,59346.37712959992,1592377120615015001,2,1592377120615,20.035082,1,1592,0.22873391,19.282564,18.00624,19.3444,0.13597059,0.029623292,0.041967716,0.2088,222.3771517,-27.2410203,0.9342857,t17_f5_c3,0.99984086,19.143,0.2212,275120206.0,True,True,False,correction_0.0.1,0.0
4,ztf,59348.33600689983,1594336000615015001,1,1594336000615,19.972193,1,1594,0.23338175,19.067394,18.391228,19.1382,0.12520255,0.06517666,0.06716559,0.1469,222.3771214,-27.2410329,0.9442857,t17_f5_c3,0.9997814,19.2139,0.2006,275120106.0,True,True,False,correction_0.0.1,0.0
5,ztf,59353.29392360011,1599293920615015002,2,1599293920615,19.673424,1,1599,0.32165927,19.152477,17.964401,19.312,0.14054151,0.037358418,0.04705155,0.2285,222.3771162,-27.2409806,0.9185714,t17_f5_c3,0.9994403,19.374,0.3089,275120206.0,True,True,False,correction_0.0.1,0.0
6,ztf,59353.33517359989,1599335170615015003,1,1599335170615,19.268517,1,1599,0.32596743,18.938877,18.3204,19.0545,0.1691366,0.09447071,0.09568562,0.1714,222.3771986,-27.2410926,0.6314286,t17_f5_c3,0.92305654,18.9227,0.1943,275120106.0,True,True,False,correction_0.0.1,0.0
7,ztf,59361.33530090004,1607335300615015001,2,1607335300615,18.7672,1,1607,0.21531,19.1881,17.976196,19.2454,0.286392,0.089230776,0.09379926,0.5779,222.3770828,-27.2410181,0.792857,t17_f5_c3,,19.6262,1.0553,,False,True,False,correction_0.0.1,0.0
8,ztf,59363.314074099995,1609314070615015003,2,1609314070615,19.443573,1,1609,0.17078306,19.485016,18.064798,19.4504,0.19643453,0.04284474,0.05310444,0.3634,222.3771189,-27.2410245,0.9042857,t17_f5_c3,0.99589777,19.4528,0.4668,275120206.0,True,True,False,correction_0.0.1,0.0
9,ztf,59366.27237269981,1612272370615015001,1,1612272370615,19.7452,1,1612,0.701644,19.7379,18.699482,19.5929,0.219685,0.081620485,0.08441762,0.2941,222.3772537,-27.2409565,0.884286,t17_f5_c3,,19.6226,0.3863,,False,True,False,correction_0.0.1,0.0
10,ztf,59370.252430600114,1616252430615015002,2,1616252430615,20.1005,1,1616,0.09643652,19.697243,18.118206,19.5348,0.14665014,0.009323121,0.034250543,0.2367,222.3770824,-27.2410836,0.9128571,t17_f5_c3,0.99997914,19.5673,0.3107,275120206.0,True,True,False,correction_0.0.1,0.0
