,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59453.39223380014,1699392232515015013,1,1699392232515,19.9082,1,1699,0.960602,20.1915,19.01005,19.9917,0.329678,0.099286586,0.11104781,0.4398,3.9503457,3.7761226,0.692857,t17_f5_c3,19.6598,0.416,False,True,False,correction_1.0.6,0.0,1.705335972515015e+18,,
1,ztf,59459.33597220015,1705335972515015014,1,1705335972515,20.84516,1,1705,0.55964416,20.438871,19.087244,20.2333,0.17997058,100.0,0.051826317,0.233,3.9504386,3.7761891,0.8971428,t17_f5_c3,20.0922,0.2595,True,True,False,correction_1.0.6,0.0,,0.99999714,447120125.0
