,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59511.492581000086,1757492585015015003,1,1757492585015,18.9923,1,1757,1.62511,18.9753,18.4261,0.227925,0.2105,124.2771907,28.6149089,0.5,t17_f5_c3,18.4266,0.2698,False,False,False,correction_1.0.6,0.0,1.764359985015015e+18,,,,,
1,ztf,59518.35998839978,1764359985015015003,1,1764359985015,20.469273,1,1764,1.5869159,19.296322,19.3436,0.13310689,0.1426,124.2771733,28.6149192,0.95714283,t17_f5_c3,19.3513,0.1809,True,False,False,correction_1.0.6,0.0,,0.99999714,616120150.0,,,
2,ztf,59518.50728010014,1764507285015015025,2,1764507285015,20.636604,1,1764,1.2302034,19.345837,19.4483,0.09205417,0.1489,124.2771184,28.6148925,0.88285714,t17_f5_c3,19.5751,0.2082,True,True,False,correction_1.0.6,0.0,,0.99999833,616120250.0,18.136799,100.0,0.030229328
3,ztf,59522.45598379988,1768455985015015025,1,1768455985015,20.819809,1,1768,1.646998,19.459867,19.2715,0.11033985,0.1013,124.2772267,28.6148673,0.7842857,t17_f5_c3,19.3109,0.1308,True,False,False,correction_1.0.6,0.0,,0.99998987,616120150.0,,,
4,ztf,59522.47296300018,1768472965015015017,2,1768472965015,20.546972,1,1768,1.3106259,19.381277,19.2614,0.089695744,0.1321,124.2771337,28.6149138,0.9657143,t17_f5_c3,19.2646,0.1655,True,True,False,correction_1.0.6,0.0,,0.9999993,616120250.0,18.14831,100.0,0.028812775
5,ztf,59524.464502300136,1770464505015015016,2,1770464505015,20.386112,1,1770,1.2632723,19.380898,19.3301,0.13540442,0.1627,124.2771619,28.6148545,0.75857145,t17_f5_c3,19.1706,0.1768,True,True,False,correction_1.0.6,0.0,,0.99999964,616120250.0,18.148188,100.0,0.043506
6,ztf,59524.50951390015,1770509515015015023,1,1770509515015,20.924017,1,1770,1.5881504,19.534666,19.4265,0.12970783,0.1134,124.2771962,28.6148849,0.79285717,t17_f5_c3,19.456,0.1451,True,False,False,correction_1.0.6,0.0,,0.9999999,616120150.0,,,
7,ztf,59526.44946759986,1772449465015015016,1,1772449465015,20.898785,1,1772,1.5496418,19.670628,19.58,0.115020454,0.1295,124.277172,28.6148989,0.72571427,t17_f5_c3,19.5904,0.1629,True,False,False,correction_1.0.6,0.0,,0.9999248,616120150.0,,,
8,ztf,59526.488645799924,1772488645015015017,2,1772488645015,20.289225,1,1772,1.5287015,19.451397,19.0848,0.12697107,0.1385,124.2771979,28.6149411,0.85714287,t17_f5_c3,19.0033,0.1621,True,False,True,correction_1.0.6,0.0,,0.99999905,616120250.0,,,
9,ztf,59529.39152779989,1775391525015015016,1,1775391525015,20.298624,1,1775,1.7288051,19.850248,19.9034,0.1880846,0.2199,124.2772178,28.6149244,0.68857145,t17_f5_c3,19.7568,0.243,True,False,False,correction_1.0.6,0.0,,0.9998416,616120150.0,,,
10,ztf,59529.40725689987,1775407255015015014,2,1775407255015,20.106527,1,1775,1.281761,19.386536,19.6102,0.1614243,0.2379,124.2771476,28.6148836,0.9657143,t17_f5_c3,19.5614,0.2877,True,True,False,correction_1.0.6,0.0,,0.99999666,616120250.0,18.149996,100.0,0.051683664
11,ztf,59531.38062500022,1777380625015015010,1,1777380625015,20.547207,1,1777,1.3191319,19.8379,19.6452,0.14878106,0.1756,124.2771065,28.6148649,0.94285715,t17_f5_c3,19.6197,0.2163,True,True,True,correction_1.0.6,0.0,,0.9999656,616120150.0,18.679928,100.0,0.051210493
12,ztf,59531.4443518999,1777444355015015023,2,1777444355015,20.483662,1,1777,1.2931068,19.59497,19.6157,0.13512495,0.1912,124.2771604,28.6148735,0.89428574,t17_f5_c3,19.6329,0.2434,True,True,False,correction_1.0.6,0.0,,0.9999894,616120250.0,18.21248,100.0,0.037821583
13,ztf,59536.48518519988,1782485185015015007,2,1782485185015,19.9604,1,1782,1.31706,19.9579,19.9692,0.252526,0.4385,124.2771144,28.6149365,0.781429,t17_f5_c3,19.6965,0.4354,False,True,False,correction_1.0.6,0.0,1.796390465015015e+18,,,18.302458,100.0,0.054970488
14,ztf,59550.39046300016,1796390465015015010,2,1796390465015,20.505402,1,1796,1.413359,20.215593,20.087,0.17661211,0.2937,124.2772045,28.6148722,0.82714283,t17_f5_c3,19.7607,0.2735,True,False,True,correction_1.0.6,0.0,,0.99856377,616120250.0,,,
