,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59251.31653939979,1497316535815015030,2,1497316535815,20.0237,1,1497,4.12079,20.1068,19.8653,0.222868,0.3127,125.2639311,-22.1634588,0.607143,t17_f5_c3,20.1592,0.5321,False,False,False,correction_0.0.1,0.0,,
1,ztf,59255.29283560021,1501292835815015022,2,1501292835815,20.10881,1,1501,4.2029786,19.508896,19.6003,0.1138995,0.2276,125.2638988,-22.1634627,0.79714286,t17_f5_c3,19.7333,0.3344,True,False,False,correction_0.0.1,0.0,0.99999994,262120258.0
2,ztf,59257.25225690007,1503252255815015015,2,1503252255815,20.219234,1,1503,4.018055,19.318737,19.2761,0.12600973,0.1453,125.2639187,-22.1635296,0.77,t17_f5_c3,19.1189,0.1635,True,False,False,correction_0.0.1,0.0,0.9999998,262120258.0
3,ztf,59257.31504630018,1503315045815015046,1,1503315045815,19.3258,1,1503,7.86372,19.1319,18.6215,0.239631,0.1422,125.2640368,-22.163468,0.172857,t17_f5_c3,18.4992,0.163,False,False,False,correction_0.0.1,0.0,,
4,ztf,59262.23023150023,1508230235815015016,2,1508230235815,19.689024,1,1508,3.9498107,19.168982,19.253,0.15050167,0.2079,125.263921,-22.1635665,0.7157143,t17_f5_c3,19.1009,0.2337,True,False,False,correction_0.0.1,0.0,0.9999977,262120258.0
5,ztf,59262.294178199954,1508294175815015011,1,1508294175815,19.939564,1,1508,8.06876,19.014034,19.1373,0.11456405,0.1433,125.2639696,-22.1634494,0.55285716,t17_f5_c3,19.0702,0.1731,True,False,False,correction_0.0.1,0.0,0.9999925,262120158.0
6,ztf,59264.24798610015,1510247985815015006,1,1510247985815,19.757994,1,1510,8.050938,19.032452,19.284,0.110627405,0.1965,125.2639894,-22.1634373,0.5857143,t17_f5_c3,19.1969,0.2332,True,False,False,correction_0.0.1,0.0,0.99999774,262120158.0
7,ztf,59264.29217590019,1510292175815015014,2,1510292175815,19.761738,1,1510,4.087995,18.942202,18.8529,0.1045757,0.1381,125.2638964,-22.1635269,0.5914286,t17_f5_c3,18.6364,0.1463,True,False,False,correction_0.0.1,0.0,0.9999997,262120258.0
8,ztf,59266.27299770014,1512272995815015007,1,1512272995815,19.1145,1,1512,8.01933,19.1435,19.1296,0.223479,0.2028,125.264024,-22.1634116,0.202857,t17_f5_c3,19.356,0.3204,False,False,False,correction_0.0.1,0.0,,
9,ztf,59267.2491088002,1513249105815015009,1,1513249105815,19.412668,1,1513,8.088842,19.077274,19.3697,0.14957422,0.2809,125.2639609,-22.1634488,0.51428574,t17_f5_c3,19.1132,0.2854,True,False,False,correction_0.0.1,0.0,0.99923086,262120158.0
10,ztf,59267.29392360011,1513293925815015013,2,1513293925815,19.343338,1,1513,4.003314,18.99869,19.0457,0.14681129,0.2137,125.2639708,-22.1634683,0.5942857,t17_f5_c3,19.1478,0.3026,True,False,False,correction_0.0.1,0.0,0.99995613,262120258.0
11,ztf,59269.29311340023,1515293115815015007,2,1515293115815,19.405186,1,1515,3.833207,19.104313,19.0812,0.16349672,0.2939,125.263993,-22.1635157,0.8471429,t17_f5_c3,19.3733,0.496,True,False,False,correction_0.0.1,0.0,0.99997425,262120258.0
12,ztf,59271.23120369995,1517231205815015014,2,1517231205815,18.9441,1,1517,4.32039,19.2035,19.0568,0.297887,0.3276,125.2638682,-22.1634444,0.368571,t17_f5_c3,18.9315,0.3756,False,False,False,correction_0.0.1,0.0,,
13,ztf,59275.188599499874,1521188595815015009,1,1521188595815,19.727697,1,1521,8.149446,19.366337,19.4804,0.19339043,0.213,125.2639555,-22.1634267,0.43714285,t17_f5_c3,19.5941,0.3043,True,False,False,correction_0.0.1,0.0,0.97525847,262120158.0
14,ztf,59275.253911999986,1521253915815015015,2,1521253915815,19.462683,1,1521,4.0279408,19.39243,19.4631,0.17303678,0.3273,125.2639575,-22.1634695,0.56,t17_f5_c3,19.4376,0.4124,True,False,False,correction_0.0.1,0.0,0.99999344,262120258.0
