,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59228.34508100012,1474345082915015009,2,1474345082915,20.49,1,1474,3.65787,20.517,20.4784,0.226146,0.455,120.4451161,4.2852742,0.72,t17_f5_c3,20.3498,0.5174,False,False,False,correction_0.0.1,0.0,,
1,ztf,59228.36515050009,1474365152915015004,1,1474365152915,20.5389,1,1474,2.12997,20.6151,20.4091,0.241314,0.3575,120.4451095,4.2853461,0.732857,t17_f5_c3,20.4828,0.4905,False,False,False,correction_0.0.1,0.0,,
2,ztf,59232.35422449978,1478354222915015003,2,1478354222915,20.5217,1,1478,3.43337,20.4199,20.3858,0.274092,0.4229,120.4450558,4.2853248,0.702857,t17_f5_c3,20.4965,0.5941,False,False,False,correction_0.0.1,0.0,,
3,ztf,59232.358576400205,1478358572915015003,1,1478358572915,20.632,1,1478,2.05734,20.5693,19.9904,0.202349,0.2372,120.4452641,4.2854722,0.328571,t17_f5_c3,20.105,0.3353,False,False,False,correction_0.0.1,0.0,,
4,ztf,59254.25513890013,1500255132915015003,2,1500255132915,20.717154,1,1500,3.3136332,20.208345,19.9382,0.15604068,0.2453,120.4451174,4.2853744,0.7185714,t17_f5_c3,20.1575,0.3795,True,False,False,correction_0.0.1,0.0,0.98378086,464120229.0
5,ztf,59256.23483800003,1502234831615015001,2,1502234831615,20.520523,1,1502,3.240022,20.446398,20.3133,0.20116569,0.3828,120.445021,4.2853727,0.78,t17_f5_c3,20.8041,0.7587,True,False,False,correction_0.0.1,0.0,0.99386716,463120216.0
