,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59251.39266199991,1497392666315015014,2,1497392666315,19.61626,1,1497,0.42379278,19.364487,18.60414,19.2409,0.1713246,0.08041551,0.085051335,0.1969,119.0914874,-14.7096132,0.5928571,t17_f5_c3,0.8396541,19.2372,0.2509,311120263.0,True,True,False,correction_0.0.1,0.0
1,ztf,59265.20577549981,1511205776315015021,1,1511205776315,20.0255,1,1511,0.488705,19.4529,18.891394,19.7968,0.223524,0.13112003,0.13326676,0.2703,119.0915706,-14.7096437,0.622857,t17_f5_c3,,19.8133,0.3515,,False,True,False,correction_0.0.1,0.0
2,ztf,59265.251307900064,1511251306315015027,2,1511251306315,19.897346,1,1511,0.56675255,19.035538,18.428421,19.2512,0.12164244,0.065428786,0.069540545,0.1874,119.0915075,-14.7095761,0.9,t17_f5_c3,0.99999934,19.2387,0.2368,311120263.0,True,True,False,correction_0.0.1,0.0
3,ztf,59267.27607640019,1513276076315015010,1,1513276076315,19.3595,1,1513,0.633393,19.4074,18.864038,19.1297,0.241362,0.14447099,0.14632685,0.2216,119.0915821,-14.7098082,0.268571,t17_f5_c3,,18.9489,0.2408,,False,True,False,correction_0.0.1,0.0
4,ztf,59267.29486110015,1513294866315015006,2,1513294866315,19.56956,1,1513,0.4763369,18.970264,18.390625,18.8006,0.124251135,0.0692088,0.07285257,0.1634,119.0914443,-14.709592,0.82,t17_f5_c3,0.99930036,18.9234,0.2345,311120263.0,True,True,False,correction_0.0.1,0.0
5,ztf,59269.21115740016,1515211156315015011,1,1515211156315,19.5651,1,1515,0.21548,19.4437,18.8859,19.9188,0.283885,0.16817077,0.16983305,0.5095,119.0914751,-14.7096396,0.595714,t17_f5_c3,,19.9477,0.6725,,False,True,False,correction_0.0.1,0.0
6,ztf,59271.254467600025,1517254466315015008,2,1517254466315,19.0828,1,1517,0.572617,19.2247,18.532497,19.3244,0.237114,0.122625,0.12533607,0.3977,119.0915382,-14.7095896,0.564286,t17_f5_c3,,18.9377,0.3579,,False,True,False,correction_0.0.1,0.0
7,ztf,59275.168807900045,1521168806315015016,1,1521168806315,19.972214,1,1521,0.26653406,19.76168,19.06476,19.611,0.21121259,0.10759011,0.11116089,0.2138,119.0915145,-14.709703,0.6471428,t17_f5_c3,0.9994271,19.5624,0.2617,311120163.0,True,True,False,correction_0.0.1,0.0
8,ztf,59275.255324100144,1521255326315015010,2,1521255326315,19.472942,1,1521,0.45875186,19.013046,18.415504,19.1128,0.14691605,0.08147254,0.08473304,0.2234,119.0915167,-14.7096134,0.8528572,t17_f5_c3,0.9992571,18.8857,0.2326,311120263.0,True,True,False,correction_0.0.1,0.0
9,ztf,59278.16809030017,1524168096315015023,2,1524168096315,19.981483,1,1524,0.30301192,19.217066,18.528454,19.378,0.13284734,0.06554828,0.07045445,0.1852,119.0914671,-14.7096438,0.83428574,t17_f5_c3,0.9991344,19.6419,0.3014,311120263.0,True,True,False,correction_0.0.1,0.0
10,ztf,59317.158044000156,1563158046315015031,2,1563158046315,20.400314,1,1563,0.19322439,19.88245,18.830711,19.9896,0.2028739,0.06903413,0.0770071,0.2607,119.091481,-14.7096831,0.70285714,t17_f5_c3,0.99846244,19.9749,0.3285,311120263.0,True,True,False,correction_0.0.1,0.0
