,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58849.514247700106,1095514242015015011,1,1095514242015,20.778946,1,1095,2.0191422,20.130068,20.1026,0.10463165,0.2188,168.847616,61.9483761,0.6342857,t17_f5_c3,0.96290547,20.043,0.261,818120120.0,False,False,False,bulk_1.0.0,0.0,1.121254822015015e+18,,,
1,ztf,58852.44707180001,1098447072015015009,2,1098447072015,20.5955,1,1098,1.27683,20.0525,19.2555,0.15032,0.1222,168.848054,61.9483692,0.42,t17_f5_c3,,19.1361,0.1383,,False,True,False,bulk_1.0.0,0.0,1.121254822015015e+18,17.85859,0.013403368,0.019927502
2,ztf,58852.490659699775,1098490652015015004,1,1098490652015,20.88782,1,1098,2.1029534,19.954777,20.0969,0.11182522,0.2035,168.8475612,61.9483549,0.62285715,t17_f5_c3,0.9941675,19.8878,0.2111,818120120.0,False,False,False,bulk_1.0.0,0.0,1.121254822015015e+18,,,
3,ztf,58855.49689809978,1101496892015015012,1,1101496892015,20.61584,1,1101,2.4891927,20.030262,20.1328,0.14710575,0.2467,168.8473331,61.9483277,0.45,t17_f5_c3,0.9883029,20.2297,0.3404,818120120.0,False,False,False,bulk_1.0.0,0.0,1.121254822015015e+18,,,
4,ztf,58866.41105319979,1112411052015015000,1,1112411052015,20.5303,1,1112,1.38363,20.0838,20.5815,0.188584,0.4061,168.8479905,61.948402,0.724286,t17_f5_c3,,20.3544,0.4183,,False,True,True,bulk_1.0.0,0.0,1.121254822015015e+18,17.98696,0.021987531,0.027338123
5,ztf,58871.32504629996,1117325042015015000,2,1117325042015,20.1987,1,1117,1.46005,19.936,19.7648,0.228689,0.2331,168.8479471,61.9484428,0.652857,t17_f5_c3,,19.6114,0.2576,,False,False,True,bulk_1.0.0,0.0,1.121254822015015e+18,,,
6,ztf,58871.40790509991,1117407902015015003,1,1117407902015,20.408255,1,1117,1.853099,19.744862,20.164,0.14380157,0.2462,168.8477089,61.9483884,0.7171429,t17_f5_c3,0.9987241,20.1552,0.3083,818120120.0,False,False,False,bulk_1.0.0,0.0,1.121254822015015e+18,,,
7,ztf,58872.23915510019,1118239152015015003,1,1118239152015,20.39,1,1118,1.53952,19.9019,19.8105,0.166151,0.225,168.8479147,61.9484721,0.754286,t17_f5_c3,,19.8967,0.3091,,False,False,False,bulk_1.0.0,0.0,1.121254822015015e+18,,,
8,ztf,58872.2401389,1118240132015015000,1,1118240132015,20.4106,1,1118,1.44967,20.0231,20.0452,0.174804,0.278,168.8479857,61.9485042,0.841429,t17_f5_c3,,19.8821,0.304,,False,False,False,bulk_1.0.0,0.0,1.121254822015015e+18,,,
9,ztf,58874.38479170017,1120384792015015001,1,1120384792015,19.5283,1,1120,2.10689,19.3159,18.9464,0.239162,0.2556,168.8475621,61.9483319,0.605714,t17_f5_c3,,18.678,0.2547,,False,False,False,bulk_1.0.0,0.0,1.121254822015015e+18,,,
10,ztf,58875.25482639996,1121254822015015002,2,1121254822015,20.400322,1,1121,2.3017926,20.063442,20.2123,0.20580585,0.3055,168.847459,61.9485121,0.5542857,t17_f5_c3,0.9381241,19.9748,0.311,818120220.0,False,False,True,bulk_1.0.0,0.0,1.139243272015015e+18,,,
11,ztf,58876.240937499795,1122240932015025000,1,1122240932015,20.5264,1,1122,1.63708,19.9587,19.8675,0.182284,0.2236,168.8478498,61.9484575,0.658571,t17_f5_c3,,19.5018,0.2028,,False,False,False,bulk_1.0.0,0.0,1.139243272015015e+18,,,
