,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
10,ztf,59469.40359950019,1715403591815015017,2,1715403591815,20.525013,1,1715,1.6806895,18.708632,18.7329,0.08958677,0.0818,39.1833815,10.5212434,0.92714286,t17_f5_c3,0.99999917,18.6552,0.0957,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
11,ztf,59469.4343634001,1715434361815015011,1,1715434361815,20.731007,1,1715,1.4533544,19.021086,18.9091,0.09208776,0.0795,39.1834105,10.5212295,0.95857143,t17_f5_c3,0.99999934,18.9348,0.1026,504120118.0,True,False,False,correction_1.0.6,0.0,,,,
12,ztf,59471.43546300009,1717435461815015011,2,1717435461815,20.432983,1,1717,1.7095829,18.767302,18.8277,0.08664664,0.1041,39.183388,10.5212506,0.95428574,t17_f5_c3,0.9996567,18.8079,0.1289,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
13,ztf,59474.32826389978,1720328261815015008,2,1720328261815,20.008562,1,1720,1.671904,19.032747,19.1138,0.097059935,0.1965,39.1833493,10.5212585,0.8971428,t17_f5_c3,0.9999784,19.0386,0.2342,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
14,ztf,59474.40180560015,1720401801815015008,1,1720401801815,20.325083,1,1720,1.5331206,19.656485,19.6705,0.19303867,0.2213,39.1834204,10.52125,0.93714285,t17_f5_c3,0.999987,19.9066,0.3509,504120118.0,True,False,False,correction_1.0.6,0.0,,,,
15,ztf,59477.28259260021,1723282591815015002,2,1723282591815,19.297556,1,1723,1.4263096,19.14638,18.8425,0.15913601,0.2444,39.1833654,10.5211681,0.8814286,t17_f5_c3,0.99968636,18.8054,0.303,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
16,ztf,59477.35374999978,1723353751815015003,1,1723353751815,19.3916,1,1723,1.08605,19.6971,19.0464,0.253299,0.2896,39.1834289,10.5210667,0.557143,t17_f5_c3,,18.9679,0.346,,False,True,True,correction_1.0.6,0.0,18.705324,0.0922824,0.10160684,1.725403251815015e+18
17,ztf,59479.403252299875,1725403251815015002,2,1725403251815,19.5371,1,1725,1.8324827,19.218672,19.1465,0.15580848,0.3179,39.1833837,10.5212916,0.9285714,t17_f5_c3,0.9987083,19.6256,0.6336,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
18,ztf,59484.34184029978,1730341841815015004,2,1730341841815,20.142868,1,1730,1.6454694,19.53718,19.5269,0.1451664,0.2662,39.1834054,10.5212157,0.9185714,t17_f5_c3,0.99991846,19.541,0.3441,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
19,ztf,59486.30534720002,1732305341815015006,2,1732305341815,19.686296,1,1732,2.0274358,19.740808,19.5458,0.20953569,0.2372,39.1834186,10.5213352,0.6857143,t17_f5_c3,0.99416924,19.4476,0.2762,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
20,ztf,59488.423125000205,1734423121815015009,2,1734423121815,20.322662,1,1734,1.6650641,19.877892,20.0444,0.1717827,0.3359,39.1833916,10.5212319,0.8528572,t17_f5_c3,0.9999858,19.9765,0.4016,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
21,ztf,59490.30260419985,1736302601815015005,2,1736302601815,20.309036,1,1736,1.4808494,19.84026,19.5583,0.19051611,0.2251,39.1834063,10.5211543,0.81,t17_f5_c3,0.99981606,19.5595,0.2861,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
