,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59459.42277779989,1705422771815015015,1,1705422771815,20.750961,1,1705,1.4013109,19.586418,19.5233,0.13051374,0.1328,39.1834046,10.5212154,0.94285715,t17_f5_c3,0.99999833,19.3796,0.1472,504120118.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59459.47575230012,1705475751815015010,2,1705475751815,20.78096,1,1705,1.6944097,19.384214,19.308,0.11367127,0.1222,39.1833868,10.5212437,0.93285716,t17_f5_c3,0.9999981,19.257,0.1462,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
2,ztf,59461.443414399866,1707443411815015006,1,1707443411815,20.755177,1,1707,1.3781601,19.233538,19.1101,0.10656303,0.0898,39.1834131,10.5212009,0.92714286,t17_f5_c3,0.9999939,19.0837,0.1104,504120118.0,True,True,True,correction_1.0.6,0.0,18.4951,0.041065685,0.053979836,
3,ztf,59461.47165510012,1707471651815015011,2,1707471651815,20.546988,1,1707,1.639153,19.075142,18.8816,0.07413868,0.0993,39.1833939,10.5212214,0.93,t17_f5_c3,0.9999995,18.8366,0.1201,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
4,ztf,59463.40281250002,1709402811815015008,2,1709402811815,20.560638,1,1709,1.6379141,18.862993,18.8397,0.0857612,0.0918,39.1833728,10.5212345,0.95714283,t17_f5_c3,0.9999996,18.8797,0.1198,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
5,ztf,59463.436469899956,1709436461815015010,1,1709436461815,20.448362,1,1709,1.4429129,19.041592,18.854,0.112902045,0.0867,39.1834142,10.5212233,0.93714285,t17_f5_c3,0.9999998,18.9019,0.1146,504120118.0,True,False,False,correction_1.0.6,0.0,,,,
6,ztf,59465.42194439983,1711421941815015008,1,1711421941815,20.593224,1,1711,1.4831743,18.896166,18.9119,0.10350923,0.0817,39.1834179,10.5212346,0.9614286,t17_f5_c3,0.9999995,18.9428,0.1058,504120118.0,True,False,False,correction_1.0.6,0.0,,,,
7,ztf,59465.467499999795,1711467491815015005,2,1711467491815,20.321667,1,1711,1.6559544,18.810385,18.7269,0.07748411,0.0894,39.1833828,10.5212353,0.96428573,t17_f5_c3,0.9999998,18.7247,0.1125,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
8,ztf,59467.4045833,1713404581815015021,2,1713404581815,20.673923,1,1713,1.6760387,18.734793,18.6578,0.0767993,0.0756,39.1833771,10.5212476,0.95857143,t17_f5_c3,0.99999166,18.7946,0.1072,504120218.0,True,False,False,correction_1.0.6,0.0,,,,
9,ztf,59467.45467589982,1713454671815015007,1,1713454671815,20.793056,1,1713,1.5196247,18.894579,18.9505,0.103045255,0.0809,39.183408,10.5212536,0.9557143,t17_f5_c3,0.99999964,18.9441,0.1011,504120118.0,True,False,False,correction_1.0.6,0.0,,,,
