,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59524.507129599806,1770507121315015008,1,1770507121315,20.779245,1,1770,1.3756914,20.258202,17.69718,20.1456,0.14214015,100.0,0.013437178,0.2458,106.1781672,16.6817689,0.8642857,t17_f5_c3,0.9999598,20.3019,0.3476,565120113,True,True,False,correction_1.0.6,0.0
1,ztf,59525.466030099895,1771466030015015009,1,1771466030015,20.870789,1,1771,1.3769414,20.00998,17.66671,20.0846,0.14256471,100.0,0.016470404,0.2148,106.1781604,16.6817673,0.8842857,t17_f5_c3,0.99998844,20.0222,0.2451,564120100,True,True,False,correction_1.0.6,0.0
2,ztf,59526.44804400019,1772448041315015008,1,1772448041315,20.816246,1,1772,0.94373137,19.857712,17.652332,19.7834,0.15033498,100.0,0.019720059,0.1744,106.1782895,16.6818013,0.9,t17_f5_c3,0.999975,19.7744,0.211,565120113,True,True,False,correction_1.0.6,0.0
3,ztf,59529.38195599988,1775381951315015008,1,1775381951315,20.403973,1,1775,1.2794949,19.41404,17.582724,19.2249,0.11069339,100.0,0.020492505,0.1269,106.1782081,16.6817502,0.91,t17_f5_c3,0.9999784,19.3533,0.1766,565120113,True,True,False,correction_1.0.6,0.0
4,ztf,59529.40394680016,1775403941315015005,2,1775403941315,20.383879,1,1775,1.1741643,19.004345,16.679306,19.3886,0.09046954,100.0,0.010628855,0.1816,106.1782619,16.6817479,0.9028571,t17_f5_c3,0.99999535,19.2308,0.1903,565120213,True,True,False,correction_1.0.6,0.0
5,ztf,59530.381458300166,1776381450015015013,2,1776381450015,20.095152,1,1776,0.847975,19.007477,16.67879,18.9785,0.08050377,100.0,0.009426293,0.1379,106.1783259,16.6818067,0.8685714,t17_f5_c3,0.9999341,18.9501,0.164,564120200,True,True,False,correction_1.0.6,0.0
6,ztf,59530.416759300046,1776416750015015008,1,1776416750015,19.637964,1,1776,1.0821122,19.18737,17.533125,19.1655,0.21381906,100.0,0.046595987,0.1246,106.1783035,16.6817522,0.34428573,t17_f5_c3,0.870126,18.988,0.1323,564120100,True,True,False,correction_1.0.6,0.0
7,ztf,59531.379687500186,1777379681315015006,1,1777379681315,20.441658,1,1777,1.2448957,19.17342,17.533966,19.0929,0.1184509,100.0,0.026167195,0.1121,106.178209,16.6817691,0.92714286,t17_f5_c3,0.999979,19.0197,0.1297,565120113,True,True,False,correction_1.0.6,0.0
8,ztf,59531.41981479991,1777419811315015009,2,1777419811315,20.694088,1,1777,1.139756,18.975695,16.6759,19.0826,0.087243244,100.0,0.010490927,0.1244,106.1782361,16.681774,0.83428574,t17_f5_c3,0.9999746,19.098,0.15,565120213,True,True,False,correction_1.0.6,0.0
9,ztf,59532.43694439996,1778436940015015011,2,1778436940015,20.447023,1,1778,1.0456171,18.942677,16.670998,19.1607,0.08294648,100.0,0.010235913,0.1465,106.1782226,16.6818247,0.9128571,t17_f5_c3,0.9999841,19.2829,0.1972,564120200,True,True,False,correction_1.0.6,0.0
10,ztf,59536.39317130018,1782393171315015012,2,1782393171315,19.286541,1,1782,1.1629499,18.700092,16.638813,19.1783,0.12629654,100.0,0.018918205,0.392,106.1782205,16.6817799,0.75285715,t17_f5_c3,0.9999902,19.3046,0.5604,565120213,True,True,False,correction_1.0.6,0.0
11,ztf,59536.40626160009,1782406261315015008,1,1782406261315,19.634792,1,1782,1.3048403,19.1526,17.529333,19.1686,0.15391375,100.0,0.034512058,0.2554,106.1781978,16.6817597,0.93857145,t17_f5_c3,0.99999774,19.1329,0.3153,565120113,True,True,False,correction_1.0.6,0.0
12,ztf,59538.307731499895,1784307731315015007,2,1784307731315,19.511288,1,1784,1.2021482,18.724977,16.642506,18.671,0.10797309,100.0,0.015860854,0.196,106.1782062,16.6817745,0.83285713,t17_f5_c3,0.9998567,18.9323,0.3155,565120213,True,True,False,correction_1.0.6,0.0
