,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59251.39266199991,1497392662115015002,2,1497392662115,19.646338,1,1497,0.30290774,19.117237,17.451347,19.4663,0.15108551,100.0,0.032573685,0.2541,122.129568,-17.2498244,0.7014286,t17_f5_c3,0.99998355,19.5203,0.3397,311120221,True,True,False,correction_0.0.1,0.0
1,ztf,59253.23086810019,1499230862115015001,1,1499230862115,20.017525,1,1499,0.28554517,18.912771,17.999428,18.8192,0.1101016,0.041024916,0.04747408,0.1074,122.1295563,-17.2497975,0.8214286,t17_f5_c3,1.0,18.8556,0.1406,311120121,True,True,False,correction_0.0.1,0.0
2,ztf,59253.292963000014,1499292962115015004,2,1499292962115,20.486486,1,1499,0.24159141,18.874466,17.394222,18.9853,0.10064874,100.0,0.025746072,0.1062,122.1295507,-17.249796,0.9042857,t17_f5_c3,0.99999994,19.0454,0.14,311120221,True,True,False,correction_0.0.1,0.0
3,ztf,59256.23343749996,1502233432115015009,2,1502233432115,20.461727,1,1502,0.2422524,18.510984,17.28905,18.4762,0.05427618,100.0,0.017613085,0.0693,122.1295456,-17.2498313,0.9614286,t17_f5_c3,1.0,18.468,0.0856,311120221,True,True,False,correction_0.0.1,0.0
4,ztf,59256.29252310004,1502292522115015005,1,1502292522115,20.438738,1,1502,0.3739558,18.561436,17.833849,18.4212,0.090688445,0.04162025,0.046399895,0.0573,122.1295806,-17.2498282,0.7757143,t17_f5_c3,1.0,18.4675,0.0747,311120121,True,True,False,correction_0.0.1,0.0
5,ztf,59260.30232639983,1506302322115015001,1,1506302322115,19.653793,1,1506,0.24263981,18.328608,17.70851,18.2257,0.11431466,0.061934818,0.06457469,0.089,122.1295444,-17.2498142,0.8971428,t17_f5_c3,1.0,18.3005,0.1212,311120121,True,True,False,correction_0.0.1,0.0
6,ztf,59263.25230319984,1509252302115015001,1,1509252302115,19.218046,1,1509,0.35366324,18.299099,17.691742,18.3253,0.16527195,0.09273194,0.094461754,0.0758,122.1295322,-17.2498903,0.36,t17_f5_c3,0.9905752,18.3148,0.0955,311120121,True,True,False,correction_0.0.1,0.0
7,ztf,59265.20577549981,1511205772115015005,1,1511205772115,19.94382,1,1511,0.23643649,18.465273,17.783585,18.4303,0.09139887,0.04467938,0.04878266,0.0845,122.1295404,-17.2498097,0.86285716,t17_f5_c3,1.0,18.5046,0.115,311120121,True,True,False,correction_0.0.1,0.0
8,ztf,59265.251307900064,1511251302115015003,2,1511251302115,20.012287,1,1511,0.20773618,18.447058,17.267889,18.4051,0.06719869,100.0,0.022682639,0.0833,122.1295339,-17.2498329,0.96,t17_f5_c3,1.0,18.4148,0.1061,311120221,True,True,False,correction_0.0.1,0.0
9,ztf,59267.27607640019,1513276072115015002,1,1513276072115,19.325447,1,1513,0.23134309,18.52778,17.816498,18.4359,0.121498056,0.059788268,0.06310395,0.1199,122.1294895,-17.2497452,0.67714286,t17_f5_c3,0.999999,18.3644,0.1437,311120121,True,True,False,correction_0.0.1,0.0
10,ztf,59267.29486110015,1513294862115015002,2,1513294862115,19.689121,1,1513,0.30094936,18.442678,17.266409,18.2226,0.07419616,100.0,0.02511157,0.093,122.1295439,-17.2498596,0.9342857,t17_f5_c3,1.0,18.1553,0.1113,311120221,True,True,False,correction_0.0.1,0.0
