,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59249.25759259984,1495257594215015018,1,1495257594215,17.9014,1,1495,0.355517,17.9461,17.895834,17.8657,0.249386,0.23805428,0.23810348,0.2507,127.2487465,12.4193913,0.508571,t17_f5_c3,17.7485,0.2887,False,True,False,correction_0.0.1,0.0,,
1,ztf,59249.3150578998,1495315054215015021,2,1495315054215,19.88522,1,1495,0.19735916,17.989107,17.899544,17.9726,0.07139122,0.06559924,0.06573843,0.0491,127.2488628,12.4193725,0.8642857,t17_f5_c3,18.0071,0.0641,True,True,False,correction_0.0.1,0.0,0.9999615,517120242.0
2,ztf,59251.28994210018,1497289944215015015,1,1497289944215,20.49718,1,1497,0.35156,17.970108,17.918745,17.9412,0.05699167,0.054133013,0.054358315,0.035,127.2488378,12.4193825,0.95285714,t17_f5_c3,17.9457,0.0441,True,True,False,correction_0.0.1,0.0,0.99999976,517120142.0
3,ztf,59251.31981479982,1497319814215015012,2,1497319814215,20.54349,1,1497,0.14556994,17.974997,17.886543,18.0217,0.06342366,0.05830867,0.058461525,0.0404,127.2488427,12.419373,0.95285714,t17_f5_c3,18.0375,0.0516,True,True,False,correction_0.0.1,0.0,0.9999995,517120242.0
4,ztf,59253.252696800046,1499252694215015008,1,1499252694215,20.320814,1,1499,0.43682596,18.00902,17.955828,17.9662,0.064815775,0.06150445,0.061716843,0.0408,127.2488512,12.4193649,0.94142854,t17_f5_c3,17.942,0.0503,True,True,False,correction_0.0.1,0.0,0.99999976,517120142.0
5,ztf,59253.329120399896,1499329124215015009,2,1499329124215,20.62068,1,1499,0.12616725,17.913324,17.829573,17.939,0.05316517,0.049054734,0.04921827,0.0355,127.2488322,12.4193662,0.95428574,t17_f5_c3,17.8687,0.0418,True,True,False,correction_0.0.1,0.0,0.9999993,517120242.0
6,ztf,59255.29625000013,1501296244215015152,2,1501296244215,19.820625,1,1501,0.116973795,17.87904,17.797796,17.893,0.0679527,0.06293319,0.0630535,0.0673,127.2488385,12.4193749,0.87285715,t17_f5_c3,17.7956,0.0783,True,True,False,correction_0.0.1,0.0,0.99999994,517120242.0
7,ztf,59257.253275500145,1503253274215015019,2,1503253274215,20.743446,1,1503,0.16154061,17.997189,17.906982,17.9971,0.05144847,0.04715062,0.047346756,0.0326,127.2488383,12.419359,0.94714284,t17_f5_c3,17.9921,0.0403,True,True,False,correction_0.0.1,0.0,0.99999976,517120242.0
8,ztf,59257.31648149993,1503316484215015015,1,1503316484215,18.4356,1,1503,0.573662,18.0804,18.023685,18.066,0.239517,0.22726156,0.22732681,0.2241,127.2487909,12.4193151,0.618571,t17_f5_c3,17.8293,0.231,False,True,False,correction_0.0.1,0.0,,
9,ztf,59262.230798599776,1508230794215015008,2,1508230794215,20.138405,1,1508,0.15309782,18.042318,17.948444,18.0646,0.0652937,0.059718277,0.059885543,0.0508,127.2488459,12.4193724,0.95714283,t17_f5_c3,18.0122,0.0614,True,True,False,correction_0.0.1,0.0,0.9999999,517120242.0
10,ztf,59262.297048599925,1508297044215015009,1,1508297044215,20.545908,1,1508,0.41041353,18.247774,18.181889,18.1726,0.081066735,0.07603311,0.07629366,0.0425,127.2488601,12.4193768,0.95,t17_f5_c3,18.1815,0.0538,True,True,False,correction_0.0.1,0.0,0.9999993,517120142.0
11,ztf,59264.21125000017,1510211254215015011,2,1510211254215,20.304388,1,1510,0.14357664,18.101284,18.002403,18.1685,0.053848285,0.048935626,0.04916087,0.0529,127.2488291,12.4193634,0.95428574,t17_f5_c3,18.2143,0.0698,True,True,False,correction_0.0.1,0.0,0.9999972,517120242.0
12,ztf,59264.25173609983,1510251734215015009,1,1510251734215,20.1318,1,1510,0.3860933,18.269682,18.202494,18.298,0.07929902,0.07426353,0.07454057,0.0601,127.2488482,12.419379,0.95428574,t17_f5_c3,18.3035,0.0767,True,True,False,correction_0.0.1,0.0,0.99999976,517120142.0
13,ztf,59266.2525578998,1512252554215015007,2,1512252554215,19.3136,1,1512,0.164665,18.1938,18.086546,18.2184,0.092814,0.08393009,0.08408365,0.0758,127.2488208,12.4193527,0.344286,t17_f5_c3,18.1873,0.0941,False,True,False,correction_0.0.1,0.0,,
14,ztf,59266.275868100114,1512275864215015012,1,1512275864215,19.783035,1,1512,0.4325167,18.343246,18.271502,18.3913,0.07374044,0.06868523,0.069025174,0.0805,127.2488539,12.4193679,0.89428574,t17_f5_c3,18.3006,0.0946,True,True,False,correction_0.0.1,0.0,0.9999993,517120142.0
15,ztf,59268.209942100104,1514209944215015007,1,1514209944215,19.658623,1,1514,0.4188608,18.403955,18.328224,18.3133,0.08102754,0.07522377,0.07556842,0.1007,127.2488446,12.4193669,0.92142856,t17_f5_c3,18.4144,0.1415,True,True,False,correction_0.0.1,0.0,0.9999999,517120142.0
16,ztf,59268.252152800094,1514252154215015006,2,1514252154215,20.065563,1,1514,0.12723932,18.20005,18.092207,18.2064,0.064657606,0.05832085,0.058543935,0.0672,127.248807,12.4193623,0.96,t17_f5_c3,18.2259,0.0872,True,True,False,correction_0.0.1,0.0,0.9999789,517120242.0
17,ztf,59272.172326399945,1518172324215015005,1,1518172324215,18.950323,1,1518,0.32387063,18.52272,18.438566,18.5165,0.13984497,0.12916896,0.12941523,0.2269,127.2488533,12.4194028,0.80285716,t17_f5_c3,18.3544,0.2511,True,True,False,correction_0.0.1,0.0,0.99992126,517120142.0
18,ztf,59272.23900459986,1518239004215015005,2,1518239004215,19.319492,1,1518,0.18793198,18.309746,18.191042,18.3093,0.11136496,0.099674575,0.09983135,0.1447,127.2488568,12.4193691,0.89857143,t17_f5_c3,18.0843,0.1509,True,True,False,correction_0.0.1,0.0,0.9999974,517120242.0
19,ztf,59274.224074100144,1520224074215015004,1,1520224074215,19.1938,1,1520,0.806936,18.6405,18.547106,18.387,0.151053,0.13832206,0.13860291,0.1114,127.2488903,12.4192679,0.22,t17_f5_c3,18.4596,0.1526,False,True,False,correction_0.0.1,0.0,,
20,ztf,59276.27611109987,1522276114215015006,2,1522276114215,20.188696,1,1522,0.10367846,18.47982,18.342213,18.5554,0.074931,0.065697655,0.06601137,0.0859,127.2488352,12.4193766,0.9657143,t17_f5_c3,18.5909,0.1132,True,True,False,correction_0.0.1,0.0,0.9999989,517120242.0
21,ztf,59280.2204167,1526220414215015012,1,1526220414215,20.797018,1,1526,0.48300967,18.97823,18.852667,19.0232,0.09133037,0.08051248,0.081356086,0.0786,127.2488667,12.4193541,0.93142855,t17_f5_c3,18.9605,0.0941,True,True,False,correction_0.0.1,0.0,0.9999999,517120142.0
22,ztf,59280.2204167,1526220414215025012,1,1526220414215,20.797,1,1526,0.48301,18.9782,18.85264,19.0232,0.09133,0.08051242,0.08135599,0.0786,127.2488667,12.4193541,0.931429,t17_f5_c3,18.9605,0.0941,False,True,False,correction_0.0.1,0.0,,
23,ztf,59280.25469909981,1526254694215025011,2,1526254694215,20.7137,1,1526,0.108164,18.7074,18.540064,18.8492,0.085584,0.07295327,0.07335986,0.0745,127.2488343,12.4193764,0.925714,t17_f5_c3,18.864,0.0956,False,True,False,correction_0.0.1,0.0,,
24,ztf,59280.25469909981,1526254694215015011,2,1526254694215,20.713709,1,1526,0.10816442,18.7074,18.540064,18.8492,0.08558399,0.07295326,0.073359855,0.0745,127.2488343,12.4193764,0.9257143,t17_f5_c3,18.864,0.0956,True,True,False,correction_0.0.1,0.0,0.9999235,517120242.0
25,ztf,59290.21249999991,1536212504215015013,1,1536212504215,20.5429,1,1536,0.4744723,19.430029,19.244936,19.2961,0.110779926,0.09189875,0.09341651,0.1201,127.2488555,12.4193552,0.9057143,t17_f5_c3,19.3016,0.154,True,True,False,correction_0.0.1,0.0,0.9999997,517120142.0
26,ztf,59290.23585649999,1536235854215015011,2,1536235854215,20.536182,1,1536,0.049879648,19.12315,18.88577,19.282,0.092604645,0.07365901,0.07441849,0.1299,127.2488158,12.4193844,0.89285713,t17_f5_c3,19.176,0.1506,True,True,False,correction_0.0.1,0.0,0.9999999,517120242.0
27,ztf,59292.21101849992,1538211014215015009,2,1538211014215,20.457844,1,1538,0.055313498,19.308104,19.03183,19.5775,0.12571263,0.09671168,0.097469635,0.1796,127.2488006,12.4193862,0.9114286,t17_f5_c3,19.5039,0.2146,True,True,False,correction_0.0.1,0.0,0.99939764,517120242.0
28,ztf,59292.26568289986,1538265684215015007,1,1538265684215,20.291739,1,1538,0.2808491,19.636545,19.416372,19.8683,0.1984926,0.1608653,0.16205974,0.2479,127.2488008,12.4193973,0.8957143,t17_f5_c3,19.7595,0.2873,True,True,False,correction_0.0.1,0.0,0.99999505,517120142.0
29,ztf,59294.1687384001,1540168734215015008,1,1540168734215,20.003061,1,1540,0.3656979,19.589758,19.378023,19.9159,0.2141826,0.17521155,0.1762342,0.326,127.2488426,12.4193824,0.8457143,t17_f5_c3,19.7977,0.3752,True,True,False,correction_0.0.1,0.0,0.9999987,517120142.0
30,ztf,59294.22603010014,1540226034215015005,2,1540226034215,19.845383,1,1540,0.15227878,19.367096,19.077286,19.5507,0.1510419,0.11496354,0.11565747,0.2593,127.2488339,12.4193627,0.89857143,t17_f5_c3,19.5277,0.3256,True,True,False,correction_0.0.1,0.0,0.9999904,517120242.0
31,ztf,59303.240393499844,1549240394215015007,2,1549240394215,19.8007,1,1549,0.045656,19.6439,19.282633,20.2006,0.257928,0.18429048,0.18492322,0.543,127.2488012,12.4194016,0.584286,t17_f5_c3,20.3761,0.8193,False,True,False,correction_0.0.1,0.0,,
32,ztf,59306.18476849981,1552184764215015017,1,1552184764215,20.56087,1,1552,0.5113484,20.067863,19.754599,20.0147,0.1869888,0.13753286,0.1401231,0.2408,127.2489386,12.4194238,0.69285715,t17_f5_c3,19.8153,0.2568,True,True,False,correction_0.0.1,0.0,0.9999467,517120142.0
33,ztf,59306.19240739988,1552192404215015010,2,1552192404215,20.516106,1,1552,0.15473479,19.904898,19.463177,19.9842,0.15059602,0.0986213,0.100259386,0.2514,127.2488387,12.4193629,0.8242857,t17_f5_c3,20.0049,0.3278,True,True,False,correction_0.0.1,0.0,0.99998575,517120242.0
34,ztf,59308.19563659979,1554195634215015009,2,1554195634215,20.495838,1,1554,0.04432012,19.904898,19.463177,19.7581,0.1642296,0.10783583,0.10933595,0.2058,127.2488128,12.4193846,0.8257143,t17_f5_c3,19.9122,0.3031,True,True,False,correction_0.0.1,0.0,0.99999726,517120242.0
35,ztf,59308.249479200225,1554249474215015011,1,1554249474215,20.4062,1,1554,0.47528,20.2248,19.870022,19.9113,0.222007,0.15732117,0.16012348,0.2356,127.2488895,12.4193766,0.571429,t17_f5_c3,19.6373,0.2347,False,True,False,correction_0.0.1,0.0,,
36,ztf,59310.220925900154,1556220924215015009,1,1556220924215,20.0359,1,1556,0.927716,20.2551,19.89179,20.3278,0.354064,0.2515374,0.25337136,0.3272,127.2490482,12.419379,0.272857,t17_f5_c3,20.4061,0.451,False,True,False,correction_0.0.1,0.0,,
37,ztf,59312.17017359985,1558170174215015014,2,1558170174215,20.344355,1,1558,0.31902263,19.982906,19.514482,19.7681,0.18657129,0.11970594,0.12119236,0.213,127.2489051,12.4193902,0.8442857,t17_f5_c3,19.7213,0.2614,True,True,False,correction_0.0.1,0.0,0.9999206,517120242.0
38,ztf,59312.212534700055,1558212534215015013,1,1558212534215,20.3462,1,1558,0.474685,20.5405,20.088114,20.2401,0.272083,0.17562379,0.17936867,0.319,127.2489001,12.4193862,0.521429,t17_f5_c3,20.2455,0.4109,False,True,False,correction_0.0.1,0.0,,
