,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59252.213136599865,1498213132715015004,2,1498213132715,20.5955,1,1498,0.690473,20.5765,19.45067,20.4064,0.233932,0.06780454,0.08293879,0.3584,123.0905602,3.2678489,0.61,t17_f5_c3,20.8506,0.6813,False,True,False,correction_0.0.1,0.0,,
1,ztf,59254.25513890013,1500255132715015006,2,1500255132715,20.761337,1,1500,0.44237462,20.530197,19.434027,20.4889,0.19660358,0.054027967,0.07163468,0.3314,123.0904823,3.2678487,0.7171429,t17_f5_c3,20.7852,0.5461,True,True,False,correction_0.0.1,0.0,0.9999864,464120227.0
2,ztf,59254.27552080015,1500275522715015008,1,1500275522715,20.8018,1,1500,2.59928,20.9472,,20.6121,0.298917,,,0.3253,123.0903034,3.2679768,0.347143,t17_f5_c3,20.6229,0.4152,False,False,False,correction_0.0.1,0.0,,
3,ztf,59256.23531250004,1502235312715015002,2,1502235312715,20.556936,1,1502,0.6200349,20.037113,19.227562,19.9289,0.13306764,0.049730577,0.0631323,0.2289,123.0905476,3.2678204,0.79571426,t17_f5_c3,19.8039,0.257,True,True,False,correction_0.0.1,0.0,0.9999501,464120227.0
4,ztf,59256.295347199775,1502295342715015007,1,1502295342715,20.545624,1,1502,2.5708954,20.494259,,20.6789,0.20723875,,,0.416,123.0904504,3.2678806,0.59,t17_f5_c3,20.4855,0.4424,True,False,False,correction_0.0.1,0.0,0.9999378,464120127.0
5,ztf,59260.25486110011,1506254862715015007,2,1506254862715,20.0584,1,1506,0.559159,20.1004,19.257128,19.9088,0.225102,0.09550619,0.103530936,0.3102,123.0905278,3.2678357,0.665714,t17_f5_c3,19.7676,0.3463,False,True,False,correction_0.0.1,0.0,,
6,ztf,59260.27464119997,1506274642715015008,1,1506274642715,19.8956,1,1506,3.17043,20.2924,,20.1469,0.312008,,,0.3598,123.0905312,3.2676693,0.63,t17_f5_c3,20.1136,0.446,False,False,False,correction_0.0.1,0.0,,
7,ztf,59263.27405089978,1509274052715015001,1,1509274052715,19.7773,1,1509,2.13739,20.1228,,20.0859,0.275685,,,0.28,123.0903444,3.2681166,0.352857,t17_f5_c3,19.94,0.3124,False,False,False,correction_0.0.1,0.0,,
8,ztf,59265.203877300024,1511203872715015004,1,1511203872715,20.214567,1,1511,2.7040777,20.426638,,20.2362,0.20693277,,,0.3923,123.0905919,3.2677892,0.63285714,t17_f5_c3,19.7322,0.3153,True,False,False,correction_0.0.1,0.0,0.99000597,464120127.0
9,ztf,59265.25226850016,1511252262715015006,2,1511252262715,20.258127,1,1511,0.6248231,20.03903,19.22847,20.2698,0.2149743,0.09416986,0.10189728,0.3977,123.0905028,3.2679054,0.81714284,t17_f5_c3,20.0089,0.3978,True,True,False,correction_0.0.1,0.0,0.9999855,464120227.0
10,ztf,59267.29721060023,1513297212715015005,2,1513297212715,19.741087,1,1513,0.8575857,19.835571,19.12727,19.6941,0.19603798,0.09574288,0.102098554,0.3281,123.0906086,3.2678419,0.74285716,t17_f5_c3,19.608,0.3874,True,True,False,correction_0.0.1,0.0,0.99999297,464120227.0
11,ztf,59306.19194439985,1552191942715015015,2,1552191942715,20.4755,1,1552,0.616909,20.5287,19.433481,20.2484,0.259297,0.082045205,0.094560556,0.3499,123.0905497,3.2678032,0.44,t17_f5_c3,20.0719,0.3769,False,True,False,correction_0.0.1,0.0,,
12,ztf,59308.195162000135,1554195162715015006,2,1554195162715,20.484,1,1554,0.422086,20.6187,19.465445,20.2927,0.248656,0.0710268,0.08596009,0.3573,123.0904974,3.2677756,0.574286,t17_f5_c3,20.0736,0.3703,False,True,False,correction_0.0.1,0.0,,
13,ztf,59314.186273099855,1560186272715015008,2,1560186272715,20.46611,1,1560,0.4712639,20.496714,19.421707,20.8766,0.21279101,0.06393312,0.07905887,0.6147,123.0904998,3.2678368,0.6314286,t17_f5_c3,20.574,0.5896,True,True,False,correction_0.0.1,0.0,0.9998987,464120227.0
14,ztf,59321.19190970017,1567191902715015005,2,1567191902715,20.384832,1,1567,0.76423097,20.43609,19.398787,20.7622,0.19737318,0.060750943,0.0759218,0.6153,123.0905819,3.2678316,0.6142857,t17_f5_c3,20.7006,0.7379,True,True,False,correction_0.0.1,0.0,0.9993669,464120227.0
