,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58874.32528939983,1120325282215015009,2,1120325282215,20.7936,1,1120,2.50775,20.5186,20.6667,0.245694,0.3994,170.220559,53.8232069,0.617143,t17_f5_c3,20.4026,0.3882,False,False,False,bulk_1.0.0,0.0,1122387342215015005,,,,,
1,ztf,58876.387349499855,1122387342215015005,1,1122387342215,20.849007,1,1122,1.892455,20.029427,19.7431,0.17756122,0.1457,170.2202412,53.8232521,0.6,t17_f5_c3,19.761,0.1852,True,False,False,bulk_1.0.0,0.0,0,0.9920616,788120122.0,,,
2,ztf,58877.31965279998,1123319652215015004,2,1123319652215,20.300966,1,1123,1.4208052,19.802053,19.8198,0.19943273,0.2396,170.2200419,53.8232639,0.86285716,t17_f5_c3,19.7772,0.2878,False,False,False,bulk_1.0.0,0.0,1149344622215015011,0.97042024,788120222.0,,,
3,ztf,58878.32547450019,1124325472215015002,2,1124325472215,19.9848,1,1124,1.37985,19.4215,19.5864,0.158125,0.1926,170.2199388,53.8231567,0.78,t17_f5_c3,19.5503,0.2326,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.18932,100.0,0.020236202
4,ztf,58878.39041669993,1124390412215015005,1,1124390412215,20.0402,1,1124,0.972897,19.3815,19.1723,0.211376,0.1178,170.2198218,53.8233552,0.49,t17_f5_c3,19.2104,0.1533,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.962389,0.04466249,0.057201993
5,ztf,58879.34166669985,1125341662215015003,2,1125341662215,19.88983,1,1125,1.5520484,19.431332,19.1798,0.16727242,0.1354,170.2200875,53.823218,0.6514286,t17_f5_c3,18.9798,0.1408,False,False,False,bulk_1.0.0,0.0,1149344622215015011,0.8898312,788120222.0,,,
6,ztf,58879.47178239981,1125471782215015002,1,1125471782215,20.1896,1,1125,1.0182,19.2243,19.1821,0.154215,0.1019,170.2197892,53.8232284,0.624286,t17_f5_c3,19.2174,0.1316,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.917553,0.031082202,0.046283647
7,ztf,58880.34753469983,1126347532215015004,2,1126347532215,20.4757,1,1126,0.557867,19.3683,19.2673,0.114687,0.1341,170.2195967,53.8232679,0.941429,t17_f5_c3,19.2407,0.1625,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.182365,100.0,0.015315824
8,ztf,58880.3484259001,1126348422215015001,2,1126348422215,20.5205,1,1126,0.610315,19.2972,19.2759,0.101343,0.1317,170.2195102,53.8232226,0.958571,t17_f5_c3,19.1574,0.1465,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.172596,100.0,0.014320313
9,ztf,58880.43005790003,1126430052215015010,1,1126430052215,20.8423,1,1126,1.06017,19.3291,19.0121,0.132669,0.0777,170.2198281,53.8232495,0.364286,t17_f5_c3,19.0408,0.099,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.947958,0.0117708,0.03718026
10,ztf,58880.43101850012,1126431012215015003,1,1126431012215,20.737,1,1126,0.71288,19.1351,18.9365,0.099463,0.076,170.219652,53.8232593,0.505714,t17_f5_c3,18.8448,0.087,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.890003,100.0,0.03159535
11,ztf,58881.36300930008,1127363002215015008,2,1127363002215,20.6705,1,1127,0.58692,19.346,19.3903,0.097907,0.1352,170.2196555,53.8233098,0.914286,t17_f5_c3,19.2192,0.1431,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.179361,100.0,0.013309374
12,ztf,58881.45413189987,1127454132215015006,1,1127454132215,20.8378,1,1127,0.799376,18.976,18.7695,0.096384,0.0639,170.2197135,53.8232912,0.474286,t17_f5_c3,18.7452,0.0775,False,True,True,bulk_1.0.0,0.0,1149344622215015011,,,17.836893,0.011217573,0.033756897
