julian_date,filter,flux,flux_unc,proc_status_code
2458547.642338,ZTF_r,-6.23048145719773,29.5761370949301,57
2458572.6263079,ZTF_r,5.34591573802649,77.0060284830506,57
2458572.6312963,ZTF_r,71.4572119930122,77.6126270245152,57
2458572.6362847,ZTF_r,32.7847648392986,85.20612229104,57
2458572.6412731,ZTF_r,-46.0510260046057,91.0418430071951,57
2458575.6291551,ZTF_r,70.3272487461315,101.032915975282,57
2458575.6341204,ZTF_r,-28.1393279141625,121.675288749792,57
2458575.6385301,ZTF_r,45.6260371868052,116.495038118949,57
2458575.6429514,ZTF_r,-6.83071993598711,118.643600169171,57
2458670.9492593,ZTF_g,-8.65096249484371,31.3635165103287,57
2458670.9818056,ZTF_r,-19.6629969730249,37.4550129550137,57
2458673.9814005,ZTF_g,-10.4460488629912,45.7338323273436,57
2458678.9372917,ZTF_g,-46.8371868333306,53.0003823770483,57
2458681.9538542,ZTF_r,5.87224388701239,75.4381115809379,57
2458681.9890162,ZTF_g,52.0180060241721,91.5200257442719,57
2458684.9313194,ZTF_g,23.757354218654,65.1589076624936,57
2458693.9466435,ZTF_g,-17.1088049675786,23.3086054271951,57
2458693.9852199,ZTF_r,-2.93163797277056,22.3639955437651,57
2458696.9503241,ZTF_g,-35.9781237390152,21.4580758681886,57
2458696.986412,ZTF_r,1.93064829531613,20.581305573546,57
2458699.9699653,ZTF_g,-2.61456171637554,18.709180511263,57
2458699.9968519,ZTF_r,24.8659745367347,22.8945488198406,57
2458703.9512963,ZTF_r,-29.4695177286724,21.3937828277213,57
2458703.9897917,ZTF_g,-5.22519027368556,24.8800762061341,57
2458706.9551389,ZTF_g,-35.9377794895401,22.2129570405281,57
2458706.9849884,ZTF_r,1.96515016161798,21.5811826524904,57
2458709.9046991,ZTF_r,-21.2098234444723,46.2195149926744,57
2458709.9948727,ZTF_g,-6.93756303188445,36.102842516214,57
2458710.0033218,ZTF_g,-23.9443663914627,38.0365985254317,57
2458710.0064931,ZTF_g,-0.44782972881965,41.1176969962112,0
2458710.0069444,ZTF_g,9.0913865840919,38.3905348786608,0
2458710.0078472,ZTF_g,37.8989395193056,40.1454981962353,57
2458711.9169444,ZTF_r,2.25946946701984,44.8653706607553,57
2458712.9448843,ZTF_r,16.5225741742474,47.9701425277511,57
2458712.984213,ZTF_g,-51.2418044814905,49.8818623910542,57
2458715.0060301,ZTF_g,-73.7862727986529,51.5855422509667,0
2458715.0064815,ZTF_g,-48.5936969018158,44.1859602730764,0
2458715.0078356,ZTF_g,19.5758889366737,49.0507493801252,57
2458715.9585069,ZTF_r,15.5057272598798,36.3482507970671,57
2458719.9650463,ZTF_r,-5.16175917512574,35.889968205905,57
2458719.996956,ZTF_g,2.4699993671771,43.3981818338768,57
2458722.0030324,ZTF_r,26.6707262605693,42.6796956555206,57
2458722.0034838,ZTF_r,-12.0749267447277,41.3164415028351,57
2458722.0057407,ZTF_r,37.7161351171807,60.6818740495855,57
2458722.9415509,ZTF_g,-6.02388464407494,18.5501446125795,57
2458722.9873495,ZTF_r,11.5982368666833,19.046917414242,57
2458723.9741435,ZTF_g,-11.6900955526023,17.9193215232219,0
2458723.9745833,ZTF_g,-19.6594719438766,18.3667211596522,0
2458723.9909722,ZTF_g,2.27806445613035,20.3460061633319,57
2458723.9914236,ZTF_g,10.9417730348032,19.2346936282751,57
2458725.9378241,ZTF_g,-14.8693962931295,20.1448893859086,0
2458725.9489468,ZTF_g,-14.0366981676642,20.4899780299795,0
2458725.9640625,ZTF_g,-22.2048226094719,19.6219517175171,57
2458725.9985532,ZTF_r,-21.6989752413896,20.2140014345501,57
2458726.9632292,ZTF_g,29.5910581461692,19.6449423865597,0
2458726.9636806,ZTF_g,-17.2646163965828,18.2754020706596,0
2458726.9645833,ZTF_g,19.8457530464702,21.5625551174741,57
2458726.9650347,ZTF_g,-16.5798298450186,21.7435700110676,57
2458728.0174884,ZTF_r,-6.98184446305373,30.6408415210685,57
2458728.0179398,ZTF_r,-33.0953346417709,31.2126059693298,57
2458732.921794,ZTF_g,-9.70513775403526,17.2184321712206,57
2458732.9758681,ZTF_r,-32.6691881982677,17.5602537635835,57
2458734.9545139,ZTF_g,9.0781488552017,23.1126990196762,0
2458734.9549653,ZTF_g,4.65520477433793,23.0006688315195,0
2458734.9572569,ZTF_g,-18.6956389112899,21.2911155083356,57
2458734.9577083,ZTF_g,-35.6441730512831,20.3717573549075,57
2458735.9459259,ZTF_g,3.41975419004698,22.4862921780815,57
2458735.9834838,ZTF_r,-21.3430978563197,21.0974123696736,57
2458737.9539583,ZTF_g,-43.3767353986531,28.294495140324,0
2458737.9544097,ZTF_g,-46.8345163608318,28.3154687012015,0
2458737.9557639,ZTF_g,-31.0416187952469,24.3625929207542,57
2458737.9562153,ZTF_g,-1.21037784657969,26.8553431293526,57
2458739.0004167,ZTF_g,-42.9684848429603,24.6883377261776,57
2458739.0057407,ZTF_r,14.3188506691897,26.8618457563802,57
2458739.9029282,ZTF_r,-1.31355700761181,44.7944222567449,57
2458739.9033796,ZTF_r,32.9736435243308,46.1951747084569,57
2458739.9152662,ZTF_r,-9.42814978856109,40.3923950959346,57
2458739.9157176,ZTF_r,33.1163029707755,41.0580701029948,57
2458740.8943403,ZTF_r,-32.3184477686939,54.5839392190763,57
2458740.8947917,ZTF_r,-103.83597948607,53.4880733963687,57
2458740.948125,ZTF_r,-35.9545281187282,48.1400526988977,57
2458740.9485764,ZTF_r,-16.3302915914535,47.4765612106463,57
2458741.8922917,ZTF_r,16.4654246929598,51.9540122719443,57
