julian_date,filter,flux,flux_unc,proc_status_code
2458637.6735532,ZTF_r,5.25205647777578,23.3046474281171,0
2458637.7209144,ZTF_g,-15.9450996016813,24.1084379320611,0
2458640.6775347,ZTF_g,-29.505862606906,33.5859093976072,0
2458640.7265509,ZTF_r,144.355155805125,27.5289782558281,0
2458643.6715856,ZTF_g,-13.0479339254557,52.6644461816347,0
2458643.7466435,ZTF_r,28.8124385589899,39.5801503852028,0
2458646.6919213,ZTF_g,3.15797391950749,55.6719217109893,0
2458646.7236574,ZTF_r,-10.0968503788866,38.2256827776156,0
2458649.6781019,ZTF_g,-33.7501929939668,68.4648322024017,0
2458649.7212731,ZTF_r,6.83082370766365,58.6817598168666,0
2458654.6781019,ZTF_r,49.8090187888806,37.2113452225644,0
2458654.7354398,ZTF_g,-73.2191041719402,54.628645581215,0
2458662.6823843,ZTF_r,96.7957738331662,42.5110671154326,0
2458662.7051505,ZTF_g,-25.0082777457803,35.5500750626771,0
2458669.6773843,ZTF_r,87.214578594082,57.1796802956241,0
2458669.7045833,ZTF_g,-21.5839574612098,43.6357680934978,0
2458672.6760648,ZTF_g,-31.2656970302356,49.6277872491363,0
2458672.6994792,ZTF_r,156.28883787286,39.4901962447296,0
2458757.9954977,ZTF_r,-71.3628091101361,40.0308715758258,0
2458759.0059375,ZTF_g,-12.9168532451267,27.973118280139,0
2458759.028125,ZTF_r,18.7496811210378,45.1423300510072,0
2458762.0063773,ZTF_r,-46.9271143946902,33.7472275607312,0
2458764.9921296,ZTF_r,17.3731661468911,28.6659082638751,0
2458765.015625,ZTF_g,-7.38354724428709,25.2773953145908,0
2458767.9909028,ZTF_g,-21.7004844234908,32.4064625971605,0
2458770.9928009,ZTF_r,-53.3794538824484,73.4489288728188,0
2458771.0351389,ZTF_g,170.528129458213,68.3395229594272,0
2458777.0070602,ZTF_r,121.530744266944,49.6449914968883,0
2458777.0348264,ZTF_g,-5.38504869430046,53.8227103202407,0
2458780.0083912,ZTF_g,-51.3597086159456,35.1464986774132,0
2458786.005706,ZTF_r,80.0703889843742,38.2503746896495,0
2458789.0152778,ZTF_g,-77.1599646394615,26.6909870207592,0
2458789.034838,ZTF_r,94.1519122660456,30.1903180263616,0
2458792.0119213,ZTF_r,-40.8688821045831,27.0005307185476,0
2458795.0354051,ZTF_r,58.2095475466981,28.4146192465108,0
2458799.9955208,ZTF_r,5.61884426854547,50.4747616593499,0
2458803.9290278,ZTF_r,136.96080124375,46.0622002953263,0
2458804.9774769,ZTF_g,-132.693301474834,92.4608269475704,0
2458806.9662731,ZTF_g,-44.4084020830957,42.5784542570026,0
2458807.0422569,ZTF_r,84.770891320494,38.5956684802259,0
2458807.0508912,ZTF_r,-85.1298046836872,38.2505510783088,0
2458815.0075116,ZTF_g,-67.6016115357795,27.8698646870167,0
2458820.0146991,ZTF_r,36.1398248556691,62.8395771051356,0
2458824.0138889,ZTF_g,-25.7173002861952,30.1394037799864,0
2458828.9286458,ZTF_r,46.1757828177472,47.7229286414906,0
2458831.9368056,ZTF_r,163.672006887897,75.3836541684347,0
2458831.9517824,ZTF_r,45.1805222743256,74.7988742421777,0
2458832.0531829,ZTF_g,-54.6823570504027,76.4301698142239,0
2458833.9365509,ZTF_r,-83.026016379098,69.58876326492,0
2458835.0102546,ZTF_r,-47.4820777920647,92.1345072756383,0
2458837.9470602,ZTF_r,139.722405475765,62.5465317922912,0
2458837.9567361,ZTF_r,96.082140221501,53.3278710025084,0
2458837.9990625,ZTF_g,-41.8463381796688,46.9964219319102,0
2458846.9311921,ZTF_r,-13.0991660146413,29.6978957810641,0
2458846.973206,ZTF_r,183.561166249144,27.5193693574241,0
2458846.9740972,ZTF_r,11.9026367520077,26.2018436583027,0
2458847.008044,ZTF_g,-25.7517412883042,20.7084218402288,0
2458847.0089468,ZTF_g,-98.2839565550989,25.0763402822558,0
2458849.9437616,ZTF_r,111.084726798692,29.5092644472206,0
2458849.9446759,ZTF_r,125.445945689677,30.2939254325617,0
2458850.0188657,ZTF_g,-18.0675478199105,24.934669796216,0
2458850.0198032,ZTF_g,-43.3546825360873,24.93075173969,0
2458850.9765856,ZTF_r,236.186160123725,37.1248504441127,0
2458851.0277894,ZTF_g,15.3488743370162,30.6049422439503,0
2458851.952581,ZTF_r,76.5176769662068,35.5125337796227,0
2458851.9690509,ZTF_r,139.110555897415,35.5419980540016,0
2458852.0055208,ZTF_g,17.0176299302605,26.2195102678243,0
2458852.9479861,ZTF_r,114.340208042237,27.0864659994128,0
2458852.9516435,ZTF_r,187.051104292567,29.1011333882172,0
2458852.9892708,ZTF_g,-51.3904245837831,21.2827189994082,0
2458852.9925463,ZTF_g,-8.30593086903094,21.3323610032782,0
2458853.9821296,ZTF_g,-8.92604394403229,23.0571235909445,0
2458854.0479051,ZTF_r,260.596289681727,31.2508926340766,0
2458854.97125,ZTF_r,244.761446919064,55.9602994476197,0
2458855.0043634,ZTF_g,39.9182310229032,49.8647990053464,0
2458855.0347917,ZTF_g,13.1516663999075,60.7266952025336,0
2458855.9940509,ZTF_g,-21.1925478707036,28.9170776387343,0
2458855.9950231,ZTF_g,-16.4286540439428,28.55028159861,0
2458856.0280324,ZTF_r,25.6372812881544,28.1348979249705,0
2458856.0330787,ZTF_r,99.7095465176878,31.0316268421424,0
2458859.7802431,ZTF_r,-62.3572544732646,84.0972737818438,0
2458859.9323727,ZTF_r,168.975727024857,56.7615020164969,0
2458860.0143287,ZTF_g,-90.1073287357355,76.2175472301818,0
2458860.8030324,ZTF_r,-72.0530689572056,103.482082669876,0
2458860.8888079,ZTF_r,168.126214049984,64.7522832248916,0
2458860.8929051,ZTF_r,-8.58015315386718,66.3680105365524,0
2458861.827581,ZTF_r,81.2978913192766,81.2264624182671,0
2458861.9553125,ZTF_g,-64.7170258026338,90.8958030951603,0
2458862.8571875,ZTF_r,118.315879442187,52.6248402429381,0
2458862.8709144,ZTF_r,44.1140444103902,55.1084946796296,0
2458863.8592361,ZTF_r,33.2930445257248,40.2640340583794,0
2458864.8226042,ZTF_r,98.2295409063832,29.9927986522261,0
2458864.8244213,ZTF_r,12.8620674345316,28.9441439020752,0
2458864.9228588,ZTF_g,-47.7136724110218,33.8164761452775,0
2458864.9237616,ZTF_g,-100.889933747297,34.3110716391,0
2458866.858588,ZTF_r,141.377856324705,28.4030865662031,0
2458866.8924884,ZTF_g,-49.3619234198873,25.6643865208761,0
2458867.8650231,ZTF_r,-59.5643886185709,30.4633976462322,0
2458867.8659606,ZTF_r,216.85909227608,32.9435661602012,0
2458867.9058681,ZTF_g,-87.9616755170105,28.7593716256831,0
2458867.9067708,ZTF_g,3.46261494753805,31.6369149811222,0
2458871.8179977,ZTF_r,88.7738837509321,33.8412645250649,0
2458871.8189352,ZTF_r,79.0404933348718,36.4855522476757,0
2458871.8268634,ZTF_r,7.71964639826693,36.6234572013746,0
2458871.9137037,ZTF_g,9.77258595439298,26.5288025013129,0
2458871.9146065,ZTF_g,-43.4199149659601,27.4344787251531,0
2458871.9155093,ZTF_g,-73.3749323782863,26.5185586011654,0
2458873.8012153,ZTF_r,78.5556940704741,29.902283783933,0
2458873.8022685,ZTF_r,-39.3716266048249,27.6387132567634,0
2458873.8698032,ZTF_g,17.8325219435695,24.491776940644,0
2458873.8735069,ZTF_g,-50.4155427721793,24.7148285075259,0
2458874.7942824,ZTF_r,-248.423068833883,23.8903551482531,0
2458874.7976042,ZTF_r,-35.0871916204142,26.2514973078257,0
2458874.7984954,ZTF_r,24.2379787983454,24.4729022499252,0
2458874.8870833,ZTF_g,102.722474589012,23.3468765427925,0
2458874.8879861,ZTF_g,140.426970219831,23.3703630314746,0
2458874.8888773,ZTF_g,-56.3347761329037,19.633560531334,0
2458875.7865972,ZTF_r,73.2619312249585,33.0216209158161,0
2458875.7903935,ZTF_r,20.41828500992,31.8156572947107,0
2458875.9265972,ZTF_g,-97.9870819004408,27.1884674897643,0
2458875.9275,ZTF_g,-46.9610450348044,28.2385331448158,0
2458876.8271181,ZTF_r,-20.0429910911126,26.4649319078232,0
2458876.8280556,ZTF_r,81.6665048301779,25.2884934945241,0
2458876.8644213,ZTF_g,-51.1056161230783,26.5249040738377,0
2458876.8653472,ZTF_g,-38.6857001658883,26.2706277416671,0
2458877.8461574,ZTF_r,242.138047724085,35.6814678937357,0
2458877.8470602,ZTF_r,43.1385625021707,39.5204164485536,0
2458877.847963,ZTF_r,117.527699047144,36.2992257922024,0
2458877.8663542,ZTF_g,-67.1354761014809,32.6549782900734,0
2458877.8852083,ZTF_g,-97.0361939040519,26.8693064142534,0
2458877.8861111,ZTF_g,-23.3211474684124,28.423943775446,0
2458878.8317361,ZTF_r,109.554764413002,40.3198314472689,0
2458878.832662,ZTF_r,73.7320047641398,39.859754186507,0
2458878.8917824,ZTF_g,-45.3469659115152,34.9775661777536,0
2458878.8926852,ZTF_g,-61.8425407605214,32.2897886017458,0
2458879.7602778,ZTF_g,29.1154849004399,48.5007329100658,0
2458879.763588,ZTF_g,-23.9392506348319,54.6056162743765,0
2458879.8155324,ZTF_r,189.603638047176,65.3413682331462,0
2458879.8271296,ZTF_r,61.0268575633147,61.6274173301421,0
2458880.8202315,ZTF_r,42.4604933735024,35.4419788293197,0
2458880.8253241,ZTF_r,214.564007922518,34.7980385710488,0
2458880.8262616,ZTF_r,114.198098850215,34.6180032308529,0
2458880.9281134,ZTF_g,34.5363224064534,29.370814075404,0
2458880.9319444,ZTF_g,38.2381859141113,27.6851829741353,0
2458880.9328935,ZTF_g,47.221560910016,27.1449266812621,0
2458881.85,ZTF_r,258.144937576705,32.251062265334,0
2458881.8649421,ZTF_r,263.010122222262,33.0390097571239,0
2458881.9472106,ZTF_g,15.63524551644,25.3808997035863,0
2458881.958206,ZTF_g,14.9286251788795,28.4629329631816,0
2458883.763287,ZTF_r,358.977582183657,62.5093523578369,0
2458883.7641898,ZTF_r,358.414851531907,66.658447013478,0
2458883.765081,ZTF_r,436.165185344263,55.1400166767569,0
2458883.9452199,ZTF_g,116.296197780287,34.4529973515956,0
2458883.9461574,ZTF_g,53.6056178498891,30.3898311397282,0
2458883.9535532,ZTF_g,69.7916010104946,34.8549323306664,0
2458884.7990509,ZTF_g,137.720255916345,72.0822706536524,0
2458884.8009028,ZTF_g,202.793203793414,62.439933730624,0
2458884.9893634,ZTF_r,564.372593577452,44.5574157356352,0
2458884.9903009,ZTF_r,460.233096168042,56.0981367228744,0
2458885.7190046,ZTF_r,331.837426455604,84.6115758459044,0
2458885.7198958,ZTF_r,485.542455275239,70.2907193906422,0
2458885.8035995,ZTF_g,258.632859654938,73.0753665596647,0
2458885.8082986,ZTF_g,318.968317231739,65.564981533791,0
