julian_date,filter,flux,flux_unc,proc_status_code
2459381.8071528,ZTF_g,7.75699042102325,25.652713252126,0
2459381.8802778,ZTF_r,43.7901738907162,49.4153119317725,0
2459383.7051852,ZTF_r,-46.7819271115184,39.9091917141081,0
2459383.7445949,ZTF_g,56.1085618995382,35.36103297924,0
2459385.7279398,ZTF_r,8.32425006613873,37.7224117810272,0
2459385.8035648,ZTF_g,-25.4349228684138,47.0422661270165,0
2459387.8431829,ZTF_g,-13.7943534576076,66.8743255366434,0
2459391.7230787,ZTF_g,-24.606631927701,64.2651708983571,0
2459391.8057176,ZTF_r,-7.47686686351422,48.810227192307,0
2459393.8213079,ZTF_g,-59.2970904566494,46.0166947887357,0
2459395.7852083,ZTF_g,-36.4562365111185,33.2835004879886,0
2459397.7781134,ZTF_g,-41.4306017306237,23.2221285757137,0
2459397.8585185,ZTF_r,64.7133210059963,29.325475303041,0
2459400.7176273,ZTF_r,-21.4685203457025,23.4671275320311,0
2459400.8050347,ZTF_g,-63.150336645099,26.8951851760088,0
2459402.7683912,ZTF_r,-50.5178148006908,31.7306140862741,0
2459402.8085764,ZTF_g,-52.8549773861036,27.6632909975086,0
2459404.8027778,ZTF_r,7.33980805949514,32.971089113935,0
2459404.8496412,ZTF_g,45.6246025272692,32.2798128394781,0
2459406.7009606,ZTF_g,-30.5220588591819,26.6593498583085,0
2459406.7477662,ZTF_r,35.5965534822825,29.9972777085497,0
2459408.698206,ZTF_g,-38.8933477269855,22.7167385988948,0
2459408.7380787,ZTF_r,-54.9695493136825,29.8159241355528,0
2459410.7009722,ZTF_g,-35.7666261645194,28.2829737708724,0
2459410.7437384,ZTF_r,7.38926619401371,31.0415151588698,0
2459412.7211806,ZTF_r,-27.9168724640479,35.9180416048019,0
2459412.8262153,ZTF_g,18.9094501403888,25.3063175536601,0
2459415.7004282,ZTF_r,35.8819454031449,35.590871187168,0
2459415.7641667,ZTF_g,-61.8945949372418,48.115662096381,0
2459419.700081,ZTF_g,-48.1948100853614,73.421380690438,0
2459419.7960532,ZTF_r,-1.4578478233227,82.3106089849976,0
2459423.700706,ZTF_g,-6.82004372052037,21.9271358386824,0
2459423.8051273,ZTF_r,11.2297784426356,91.6837074742286,0
2459427.7170023,ZTF_r,9.7620892735388,27.3466022829331,0
2459427.7830324,ZTF_g,43.2318827556698,33.6184614864383,0
2459441.68,ZTF_r,8.64428450501226,33.9350622098821,0
2459441.7405903,ZTF_g,-40.5252079733842,43.3743631980495,0
2459449.6807523,ZTF_r,0.489468232958638,57.7065366908184,0
2459449.7168634,ZTF_g,25.453128579591,72.525823203729,0
2459452.7161921,ZTF_r,-10.3175008075797,36.1519211217453,0
2459455.6850579,ZTF_r,-16.9687813838918,24.4073586025505,0
2459455.7186111,ZTF_g,19.0901688702455,29.1813542250245,0
2459458.6796065,ZTF_g,-46.3960308770016,27.0085787695676,0
2459458.7018403,ZTF_r,-28.4186023660065,27.0321788818489,0
