julian_date,filter,flux,flux_unc,proc_status_code
2458587.6824537,ZTF_g,14.1575081586157,56.6262878201893,0
2458592.6442361,ZTF_g,153.399441151195,81.5570306215244,0
2458592.7208796,ZTF_r,0.774908691227566,82.7463715590855,0
2458598.6997801,ZTF_g,-14.6136400683521,30.6998052611319,0
2458602.6978356,ZTF_g,-0.406171961358555,29.6659235409063,0
2458608.6788426,ZTF_g,-35.3636919571255,28.0635099605059,0
2458698.9737731,ZTF_g,1.85435621009584,31.0651174628336,0
2458698.9939352,ZTF_r,-0.185867861079984,35.298281301048,0
2458701.9688657,ZTF_g,31.9582945710923,23.3580189352775,0
2458701.991331,ZTF_r,-3.67844666914687,38.0758311541749,0
2458705.969375,ZTF_r,45.2037726162446,29.645257354502,0
2458705.9852083,ZTF_g,23.7712053474025,21.7904656802761,0
2458708.9514468,ZTF_g,-80.6121947325064,54.53168948708,0
2458709.0061111,ZTF_r,31.2654637994537,53.1054903112296,0
2458711.934919,ZTF_r,55.5828486034665,62.4782749513776,0
2458714.9494444,ZTF_r,10.469926476305,41.7935526656584,0
2458717.9465509,ZTF_g,10.5251229708585,45.5289684853491,0
2458717.9701273,ZTF_r,-27.5208199422954,37.0267552225333,0
2458721.9285069,ZTF_g,-108.057281119773,32.6115817299724,0
2458724.9753009,ZTF_g,14.8233068305774,24.4301322274726,0
2458724.9939699,ZTF_r,50.8597794882809,28.0116539461837,0
2458727.9750347,ZTF_g,25.9142992634708,28.3294774541996,0
2458728.0051157,ZTF_r,4.86909942408374,25.5184109562244,0
2458732.9291551,ZTF_g,15.923798403162,20.723110107903,0
2458733.0064583,ZTF_r,-17.1764617246067,21.10082114207,0
2458735.9534954,ZTF_g,17.0852058025163,21.120379218043,0
2458735.995544,ZTF_r,-8.22937900063391,29.8571957296708,0
2458738.9941319,ZTF_g,-4.42377149201349,33.1097395105144,0
2458741.9565856,ZTF_r,-33.1204888617674,47.9581002376795,0
2458742.0135301,ZTF_g,1.97646937111725,87.1426069930858,0
2458744.9700231,ZTF_r,32.3852269934859,47.1475649666699,0
2458744.9937153,ZTF_g,17.3408770086471,53.5715361059263,0
2458746.9992245,ZTF_g,,,"57,61"
2458746.9996759,ZTF_g,,,"57,61"
2458747.9669213,ZTF_r,69.4997718450664,33.0032379616588,0
2458747.9977662,ZTF_g,-61.562651565249,47.7448475685833,0
2458750.8996875,ZTF_g,63.7290715049204,30.8349222960701,0
2458750.9838194,ZTF_r,12.9229834334769,32.7839030203121,0
2458756.9480208,ZTF_g,-9.9390149628261,22.6623066114587,0
2458756.9906829,ZTF_r,-7.06963974091303,27.2506813439908,0
2458758.9732639,ZTF_g,,,"56,57"
2458758.9737153,ZTF_g,,,"56,57"
2458759.9299421,ZTF_g,-14.2713456547637,21.4159000778322,0
2458763.9466088,ZTF_g,7.13186006403491,22.6473834776395,0
2458764.0128704,ZTF_r,-16.7927296324023,26.3477328141051,0
2458765.9989931,ZTF_g,,,"57,61"
2458765.9994444,ZTF_g,,,"57,61"
2458766.9336921,ZTF_g,-51.3154097441953,41.5465202103471,0
2458769.9536574,ZTF_r,-20.4016714090398,50.1818716417707,0
2458770.0139468,ZTF_g,50.6288462305777,57.870195496695,0
2458772.821088,ZTF_g,138.013292434054,106.288123972111,0
2458772.9932986,ZTF_r,,,"57,61"
2458772.99375,ZTF_r,,,"57,61"
2458773.0323495,ZTF_r,45.9304834901461,53.3548377196828,0
2458775.8661227,ZTF_r,-24.6002312335037,37.6808523686689,0
2458775.9050116,ZTF_g,3.61569989167917,47.7471372776228,0
2458776.9473611,ZTF_r,,,"57,61"
2458776.9478125,ZTF_r,,,"57,61"
2458778.8052894,ZTF_g,44.3665280520192,40.298357806101,0
2458781.9859375,ZTF_r,-1.88678130841354,60.1958633297173,0
2458785.0114352,ZTF_r,61.2938561026633,79.3940381935191,0
2458787.926956,ZTF_g,-14.9427713784339,44.226111626378,0
2458788.0100347,ZTF_r,-112.595942186398,49.5753439459008,0
2458789.9446528,ZTF_g,5.92861216777445,29.860941124911,0
2458790.8457407,ZTF_g,-26.1041832829428,25.8056732454893,0
2458790.8476273,ZTF_g,-11.595784067392,24.8068194390211,0
2458790.9928356,ZTF_r,-38.3745174291885,38.9386624237998,0
2458790.9937384,ZTF_r,-70.3213541557031,38.8026766689685,0
2458791.8210532,ZTF_g,-15.7491704187701,26.9571268283453,0
2458791.9776968,ZTF_r,19.2155524603164,41.2628981114518,0
2458793.9880787,ZTF_r,-84.3725348081277,37.4618023012479,0
2458793.9889815,ZTF_r,51.5120399394222,35.6276727050437,0
2458794.0318287,ZTF_g,-47.5062888971392,21.8814070963128,0
2458794.7611343,ZTF_g,3.66234083239111,49.7702469755439,0
2458794.9339699,ZTF_r,-41.3121067168393,24.700442352235,0
2458795.7647106,ZTF_g,28.9180838811252,59.5268777204069,0
2458796.7806019,ZTF_g,88.1955316602565,71.7826187439184,0
2458796.7815162,ZTF_g,1.66925272440768,66.741762941485,0
2458796.8336806,ZTF_r,-12.2383414583769,56.7032398554392,0
2458796.9363426,ZTF_r,-57.9578672505867,46.1876963922781,0
2458797.7392477,ZTF_g,32.5232771887914,70.1224541986527,0
2458797.9296528,ZTF_r,-41.1966693735186,54.3156459303855,0
2458798.7745602,ZTF_r,13.2095043712459,59.1680276186464,0
2458799.8156944,ZTF_r,23.4285518613373,67.2409813881052,0
2458799.9564005,ZTF_r,80.3572605615272,82.8422356869658,0
2458799.9573032,ZTF_r,73.8611215601289,75.31809964517,0
2458800.018044,ZTF_g,86.6080291133714,90.5013122154422,0
